Index,Latitude,Longitude,2018,2019
145,24.10398,71.49069,110,83
146,24.10398,71.57031,134,99
147,24.10398,71.64994,177,135
148,24.10398,71.72956,137,107
149,24.10398,71.80919,131,100
150,24.10398,71.88882,130,96
151,24.10398,71.96844,129,95
152,24.10398,72.04807,123,97
153,24.10398,72.12769,162,125
154,24.10398,72.20732,161,121
155,24.10398,72.28694,183,146
156,24.10398,72.36657,125,84
157,24.10398,72.44619,120,77
158,24.10398,72.52582,170,132
159,24.10398,72.60544,121,99
160,24.10398,72.68507,50,32
161,24.10398,72.76469,15,5
162,24.10398,72.84432,11,7
163,24.10398,72.92394,53,33
164,24.10398,73.00357,188,156
165,24.10398,73.08319,78,64
166,24.10398,73.16282,34,23
167,24.10398,73.24244,0,0
168,24.02338,71.25181,3,0
169,24.02338,71.33144,0,0
170,24.02338,71.41106,77,57
171,24.02338,71.49069,99,75
172,24.02338,71.57031,107,79
173,24.02338,71.64994,162,128
174,24.02338,71.72956,133,102
175,24.02338,71.80919,125,94
176,24.02338,71.88882,128,99
177,24.02338,71.96844,119,89
178,24.02338,72.04807,165,127
179,24.02338,72.12769,173,130
180,24.02338,72.20732,183,135
181,24.02338,72.28694,106,105
182,24.02338,72.36657,103,84
183,24.02338,72.44619,115,96
184,24.02338,72.52582,98,81
185,24.02338,72.60544,85,73
186,24.02338,72.68507,85,70
187,24.02338,72.76469,51,40
188,24.02338,72.84432,13,11
189,24.02338,72.92394,68,57
190,24.02338,73.00357,200,169
191,24.02338,73.08319,165,143
192,24.02338,73.16282,50,43
193,24.02338,73.24244,19,16
194,24.02338,73.32207,0,0
195,24.02338,73.40169,6,0
196,23.94278,70.13706,0,0
197,23.94278,70.21669,0,0
198,23.94278,70.37594,10,3
199,23.94278,70.45556,15,9
200,23.94278,70.53519,23,17
201,23.94278,70.61481,11,4
202,23.94278,70.69444,0,0
203,23.94278,70.77406,1,0
204,23.94278,70.85369,2,0
205,23.94278,71.01294,0,0
206,23.94278,71.09256,0,0
207,23.94278,71.25181,3,0
208,23.94278,71.33144,83,56
209,23.94278,71.41106,81,59
210,23.94278,71.49069,72,50
211,23.94278,71.57031,100,70
212,23.94278,71.64994,238,179
213,23.94278,71.72956,151,107
214,23.94278,71.80919,90,58
215,23.94278,71.88882,77,61
216,23.94278,71.96844,120,74
217,23.94278,72.04807,128,76
218,23.94278,72.12769,119,115
219,23.94278,72.20732,184,132
220,23.94278,72.28694,199,144
221,23.94278,72.36657,176,135
222,23.94278,72.44619,155,123
223,23.94278,72.52582,168,133
224,23.94278,72.60544,162,126
225,23.94278,72.68507,182,133
226,23.94278,72.76469,116,94
227,23.94278,72.84432,103,89
228,23.94278,72.92394,166,139
229,23.94278,73.00357,263,229
230,23.94278,73.08319,298,215
231,23.94278,73.16282,72,54
232,23.94278,73.24244,19,16
233,23.94278,73.32207,19,13
234,23.94278,73.40169,16,8
235,23.86218,70.13706,0,0
236,23.86218,70.21669,11,2
237,23.86218,70.29631,9,1
238,23.86218,70.37594,10,2
239,23.86218,70.45556,19,14
240,23.86218,70.53519,21,18
241,23.86218,70.61481,119,96
242,23.86218,70.69444,50,27
243,23.86218,70.77406,0,0
244,23.86218,70.85369,0,0
245,23.86218,71.01294,0,0
246,23.86218,71.09256,5,1
247,23.86218,71.17219,0,0
248,23.86218,71.25181,11,0
249,23.86218,71.33144,98,65
250,23.86218,71.41106,73,52
251,23.86218,71.49069,111,80
252,23.86218,71.57031,125,72
253,23.86218,71.64994,191,127
254,23.86218,71.72956,138,91
255,23.86218,71.80919,107,80
256,23.86218,71.88882,114,75
257,23.86218,71.96844,241,165
258,23.86218,72.04807,181,142
259,23.86218,72.12769,167,133
260,23.86218,72.20732,207,168
261,23.86218,72.28694,180,130
262,23.86218,72.36657,187,154
263,23.86218,72.44619,194,164
264,23.86218,72.52582,152,124
265,23.86218,72.60544,174,142
266,23.86218,72.68507,207,178
267,23.86218,72.76469,149,127
268,23.86218,72.84432,263,188
269,23.86218,72.92394,219,190
270,23.86218,73.00357,173,153
271,23.86218,73.08319,273,187
272,23.86218,73.16282,191,176
273,23.86218,73.24244,39,45
274,23.86218,73.32207,55,61
275,23.86218,73.40169,9,6
276,23.78158,70.13706,0,0
277,23.78158,70.21669,0,0
278,23.78158,70.29631,5,0
279,23.78158,70.37594,0,0
280,23.78158,70.45556,0,0
281,23.78158,70.53519,0,0
282,23.78158,70.61481,17,13
283,23.78158,70.69444,27,12
284,23.78158,70.77406,10,2
285,23.78158,70.85369,0,0
286,23.78158,71.09256,18,13
287,23.78158,71.17219,38,26
288,23.78158,71.25181,22,14
289,23.78158,71.33144,40,19
290,23.78158,71.41106,0,0
291,23.78158,71.49069,48,51
292,23.78158,71.57031,104,110
293,23.78158,71.64994,102,57
294,23.78158,71.72956,135,88
295,23.78158,71.80919,147,94
296,23.78158,71.88882,196,142
297,23.78158,71.96844,195,151
298,23.78158,72.04807,197,144
299,23.78158,72.12769,228,179
300,23.78158,72.20732,218,165
301,23.78158,72.28694,230,184
302,23.78158,72.36657,184,153
303,23.78158,72.44619,200,173
304,23.78158,72.52582,183,160
305,23.78158,72.60544,197,165
306,23.78158,72.68507,195,167
307,23.78158,72.76469,206,172
308,23.78158,72.84432,177,160
309,23.78158,72.92394,310,284
310,23.78158,73.00357,234,203
311,23.78158,73.08319,166,178
312,23.78158,73.16282,77,88
313,23.78158,73.24244,121,106
314,23.78158,73.32207,119,119
315,23.78158,73.40169,14,9
316,23.78158,73.48132,0,0
317,23.70098,68.70381,0,0
318,23.70098,68.78344,0,0
319,23.70098,69.10194,5,0
320,23.70098,69.18156,15,5
321,23.70098,70.45556,9,8
322,23.70098,70.53519,12,5
323,23.70098,70.61481,73,40
324,23.70098,70.69444,74,38
325,23.70098,70.77406,15,7
326,23.70098,70.85369,0,0
327,23.70098,70.93331,0,0
328,23.70098,71.09256,4,0
329,23.70098,71.17219,2,0
330,23.70098,71.25181,1,0
331,23.70098,71.33144,6,0
332,23.70098,71.41106,10,0
333,23.70098,71.49069,64,33
334,23.70098,71.57031,124,88
335,23.70098,71.64994,90,54
336,23.70098,71.72956,173,128
337,23.70098,71.80919,254,209
338,23.70098,71.88882,184,137
339,23.70098,71.96844,207,165
340,23.70098,72.04807,204,150
341,23.70098,72.12769,245,193
342,23.70098,72.20732,203,147
343,23.70098,72.28694,183,151
344,23.70098,72.36657,174,143
345,23.70098,72.44619,253,176
346,23.70098,72.52582,158,137
347,23.70098,72.60544,217,188
348,23.70098,72.68507,245,217
349,23.70098,72.76469,228,204
350,23.70098,72.84432,167,152
351,23.70098,72.92394,279,257
352,23.70098,73.00357,201,180
353,23.70098,73.08319,76,88
354,23.70098,73.16282,42,46
355,23.70098,73.24244,165,155
356,23.70098,73.32207,184,195
357,23.70098,73.40169,33,36
358,23.70098,73.48132,19,17
359,23.70098,73.56094,2,0
360,23.62038,68.70381,0,0
361,23.62038,68.78344,0,0
362,23.62038,68.94269,0,0
363,23.62038,69.02231,5,0
364,23.62038,69.10194,12,2
365,23.62038,69.18156,2,14
366,23.62038,70.29631,6,5
367,23.62038,70.37594,32,16
368,23.62038,70.45556,115,95
369,23.62038,70.53519,74,54
370,23.62038,70.61481,24,11
371,23.62038,70.69444,57,26
372,23.62038,70.77406,19,8
373,23.62038,70.85369,2,0
374,23.62038,70.93331,1,0
375,23.62038,71.41106,23,12
376,23.62038,71.49069,123,93
377,23.62038,71.57031,141,102
378,23.62038,71.64994,133,78
379,23.62038,71.72956,124,77
380,23.62038,71.80919,267,233
381,23.62038,71.88882,184,133
382,23.62038,71.96844,135,86
383,23.62038,72.04807,163,125
384,23.62038,72.12769,149,113
385,23.62038,72.20732,132,90
386,23.62038,72.28694,177,141
387,23.62038,72.36657,130,109
388,23.62038,72.44619,187,164
389,23.62038,72.52582,222,185
390,23.62038,72.60544,207,176
391,23.62038,72.68507,166,148
392,23.62038,72.76469,151,135
393,23.62038,72.84432,183,166
394,23.62038,72.92394,208,198
395,23.62038,73.00357,150,154
396,23.62038,73.08319,238,225
397,23.62038,73.16282,87,98
398,23.62038,73.24244,76,82
399,23.62038,73.32207,140,144
400,23.62038,73.40169,90,101
401,23.62038,73.48132,158,158
402,23.62038,73.56094,30,30
403,23.62038,73.64057,0,2
404,23.53978,68.94269,0,0
405,23.53978,69.02231,5,0
406,23.53978,69.10194,0,0
407,23.53978,69.18156,3,10
408,23.53978,69.34081,0,0
409,23.53978,69.42044,0,0
410,23.53978,69.50006,1,3
411,23.53978,69.57969,0,0
412,23.53978,69.65931,0,0
413,23.53978,69.73894,1,0
414,23.53978,69.81856,0,0
415,23.53978,70.21669,0,0
416,23.53978,70.29631,36,22
417,23.53978,70.37594,81,69
418,23.53978,70.45556,91,71
419,23.53978,70.53519,71,57
420,23.53978,70.61481,18,7
421,23.53978,70.69444,36,18
422,23.53978,70.77406,58,33
423,23.53978,70.85369,16,7
424,23.53978,70.93331,3,0
425,23.53978,71.01294,0,0
426,23.53978,71.41106,1,0
427,23.53978,71.49069,20,15
428,23.53978,71.57031,106,79
429,23.53978,71.64994,145,110
430,23.53978,71.72956,154,124
431,23.53978,71.80919,173,127
432,23.53978,71.88882,199,154
433,23.53978,71.96844,118,89
434,23.53978,72.04807,108,89
435,23.53978,72.12769,146,115
436,23.53978,72.20732,162,116
437,23.53978,72.28694,212,181
438,23.53978,72.36657,192,163
439,23.53978,72.44619,211,178
440,23.53978,72.52582,212,180
441,23.53978,72.60544,205,160
442,23.53978,72.68507,237,204
443,23.53978,72.76469,181,166
444,23.53978,72.84432,99,111
445,23.53978,72.92394,122,143
446,23.53978,73.00357,206,199
447,23.53978,73.08319,245,259
448,23.53978,73.16282,121,141
449,23.53978,73.24244,155,164
450,23.53978,73.32207,131,138
451,23.53978,73.40169,109,114
452,23.53978,73.48132,161,171
453,23.53978,73.56094,89,95
454,23.53978,73.64057,68,74
455,23.45918,68.62419,0,0
456,23.45918,68.70381,0,0
457,23.45918,68.94269,0,0
458,23.45918,69.02231,0,4
459,23.45918,69.10194,0,4
460,23.45918,69.18156,7,19
461,23.45918,69.34081,0,0
462,23.45918,69.42044,2,0
463,23.45918,69.50006,29,14
464,23.45918,69.57969,25,9
465,23.45918,69.65931,16,24
466,23.45918,69.73894,45,54
467,23.45918,69.81856,0,0
468,23.45918,69.89819,23,21
469,23.45918,69.97781,7,5
470,23.45918,70.13706,0,0
471,23.45918,70.21669,0,0
472,23.45918,70.29631,7,2
473,23.45918,70.37594,7,6
474,23.45918,70.45556,34,21
475,23.45918,70.53519,34,23
476,23.45918,70.61481,0,0
477,23.45918,70.69444,11,4
478,23.45918,70.77406,32,35
479,23.45918,70.85369,20,22
480,23.45918,70.93331,1,0
481,23.45918,71.01294,0,0
482,23.45918,71.49069,8,2
483,23.45918,71.57031,159,111
484,23.45918,71.64994,247,319
485,23.45918,71.72956,217,275
486,23.45918,71.80919,132,109
487,23.45918,71.88882,308,388
488,23.45918,71.96844,220,271
489,23.45918,72.04807,142,118
490,23.45918,72.12769,165,138
491,23.45918,72.20732,193,167
492,23.45918,72.28694,210,185
493,23.45918,72.36657,229,205
494,23.45918,72.44619,236,214
495,23.45918,72.52582,242,214
496,23.45918,72.60544,219,192
497,23.45918,72.68507,253,206
498,23.45918,72.76469,167,130
499,23.45918,72.84432,171,164
500,23.45918,72.92394,218,221
501,23.45918,73.00357,265,257
502,23.45918,73.08319,247,267
503,23.45918,73.16282,166,179
504,23.45918,73.24244,127,142
505,23.45918,73.32207,81,91
506,23.45918,73.40169,107,111
507,23.45918,73.48132,115,124
508,23.45918,73.56094,142,150
509,23.45918,73.64057,121,119
510,23.45918,73.72019,20,18
511,23.45918,73.79982,11,9
512,23.45918,73.87944,3,0
513,23.37858,68.62419,0,0
514,23.37858,68.70381,3,0
515,23.37858,68.78344,0,0
516,23.37858,68.86306,0,0
517,23.37858,68.94269,0,0
518,23.37858,69.02231,2,8
519,23.37858,69.10194,6,17
520,23.37858,69.18156,8,0
521,23.37858,69.26119,2,0
522,23.37858,69.34081,0,0
523,23.37858,69.42044,3,6
524,23.37858,69.50006,3,0
525,23.37858,69.57969,3,6
526,23.37858,69.65931,26,8
527,23.37858,69.73894,31,18
528,23.37858,69.81856,0,0
529,23.37858,69.89819,37,42
530,23.37858,69.97781,24,23
531,23.37858,70.05744,22,21
532,23.37858,70.13706,26,10
533,23.37858,70.21669,108,84
534,23.37858,70.29631,24,28
535,23.37858,70.37594,44,50
536,23.37858,70.45556,93,72
537,23.37858,70.53519,64,45
538,23.37858,70.61481,14,8
539,23.37858,70.69444,1,0
540,23.37858,70.77406,20,11
541,23.37858,70.85369,16,9
542,23.37858,70.93331,0,0
543,23.37858,71.57031,23,21
544,23.37858,71.64994,205,253
545,23.37858,71.72956,199,253
546,23.37858,71.80919,326,442
547,23.37858,71.88882,339,452
548,23.37858,71.96844,199,166
549,23.37858,72.04807,190,155
550,23.37858,72.12769,208,175
551,23.37858,72.20732,222,187
552,23.37858,72.28694,199,177
553,23.37858,72.36657,189,166
554,23.37858,72.44619,234,217
555,23.37858,72.52582,246,222
556,23.37858,72.60544,212,189
557,23.37858,72.68507,172,151
558,23.37858,72.76469,191,169
559,23.37858,72.84432,230,224
560,23.37858,72.92394,243,269
561,23.37858,73.00357,219,241
562,23.37858,73.08319,250,270
563,23.37858,73.16282,134,151
564,23.37858,73.24244,162,169
565,23.37858,73.32207,165,126
566,23.37858,73.40169,108,120
567,23.37858,73.48132,132,143
568,23.37858,73.56094,171,176
569,23.37858,73.64057,93,98
570,23.37858,73.72019,27,28
571,23.37858,73.79982,14,11
572,23.37858,73.87944,5,4
573,23.37858,73.95907,2,0
574,23.29797,68.70381,0,0
575,23.29797,68.78344,0,0
576,23.29797,68.86306,0,0
577,23.29797,68.94269,0,0
578,23.29797,69.02231,22,9
579,23.29797,69.10194,9,0
580,23.29797,69.18156,1,0
581,23.29797,69.26119,1,0
582,23.29797,69.34081,2,8
583,23.29797,69.42044,4,8
584,23.29797,69.50006,2,0
585,23.29797,69.57969,0,0
586,23.29797,69.65931,0,0
587,23.29797,69.73894,33,17
588,23.29797,69.81856,25,33
589,23.29797,69.89819,85,75
590,23.29797,69.97781,93,87
591,23.29797,70.05744,75,64
592,23.29797,70.13706,54,27
593,23.29797,70.21669,114,93
594,23.29797,70.29631,68,55
595,23.29797,70.37594,33,42
596,23.29797,70.45556,159,148
597,23.29797,70.53519,157,119
598,23.29797,70.61481,73,42
599,23.29797,70.69444,10,10
600,23.29797,70.77406,52,34
601,23.29797,70.85369,8,0
602,23.29797,70.93331,0,0
603,23.29797,71.57031,1,0
604,23.29797,71.64994,83,100
605,23.29797,71.72956,237,288
606,23.29797,71.80919,386,518
607,23.29797,71.88882,284,360
608,23.29797,71.96844,194,169
609,23.29797,72.04807,196,163
610,23.29797,72.12769,182,148
611,23.29797,72.20732,200,166
612,23.29797,72.28694,170,149
613,23.29797,72.36657,124,122
614,23.29797,72.44619,152,150
615,23.29797,72.52582,234,199
616,23.29797,72.60544,242,209
617,23.29797,72.68507,189,140
618,23.29797,72.76469,226,204
619,23.29797,72.84432,166,184
620,23.29797,72.92394,194,219
621,23.29797,73.00357,149,176
622,23.29797,73.08319,199,216
623,23.29797,73.16282,160,171
624,23.29797,73.24244,165,173
625,23.29797,73.32207,174,190
626,23.29797,73.40169,43,52
627,23.29797,73.48132,100,109
628,23.29797,73.56094,97,113
629,23.29797,73.64057,83,102
630,23.29797,73.72019,50,60
631,23.29797,73.79982,33,37
632,23.29797,73.87944,10,7
633,23.29797,73.95907,19,19
634,23.29797,74.03869,29,31
635,23.29797,74.11832,9,5
636,23.21737,68.70381,3,0
637,23.21737,68.78344,49,30
638,23.21737,68.86306,2,0
639,23.21737,68.94269,29,28
640,23.21737,69.02231,22,9
641,23.21737,69.10194,5,13
642,23.21737,69.18156,13,19
643,23.21737,69.26119,3,0
644,23.21737,69.34081,3,20
645,23.21737,69.42044,23,11
646,23.21737,69.50006,10,6
647,23.21737,69.57969,42,61
648,23.21737,69.65931,8,2
649,23.21737,69.73894,28,26
650,23.21737,69.81856,30,32
651,23.21737,69.89819,68,60
652,23.21737,69.97781,57,30
653,23.21737,70.05744,83,70
654,23.21737,70.13706,24,10
655,23.21737,70.21669,13,4
656,23.21737,70.29631,11,3
657,23.21737,70.37594,5,0
658,23.21737,70.45556,38,44
659,23.21737,70.53519,95,70
660,23.21737,70.61481,21,16
661,23.21737,70.69444,0,0
662,23.21737,70.77406,0,0
663,23.21737,70.93331,0,0
664,23.21737,71.01294,8,8
665,23.21737,71.09256,13,12
666,23.21737,71.17219,12,11
667,23.21737,71.25181,0,0
668,23.21737,71.33144,6,7
669,23.21737,71.41106,0,0
670,23.21737,71.64994,11,11
671,23.21737,71.72956,138,165
672,23.21737,71.80919,281,332
673,23.21737,71.88882,323,423
674,23.21737,71.96844,172,181
675,23.21737,72.04807,231,203
676,23.21737,72.12769,183,154
677,23.21737,72.20732,152,139
678,23.21737,72.28694,142,135
679,23.21737,72.36657,160,162
680,23.21737,72.44619,119,130
681,23.21737,72.52582,159,127
682,23.21737,72.60544,130,103
683,23.21737,72.68507,90,95
684,23.21737,72.76469,175,192
685,23.21737,72.84432,169,174
686,23.21737,72.92394,184,191
687,23.21737,73.00357,135,153
688,23.21737,73.08319,173,181
689,23.21737,73.16282,137,144
690,23.21737,73.24244,196,210
691,23.21737,73.32207,205,228
692,23.21737,73.40169,60,77
693,23.21737,73.48132,62,68
694,23.21737,73.56094,47,57
695,23.21737,73.64057,87,102
696,23.21737,73.72019,82,99
697,23.21737,73.79982,106,115
698,23.21737,73.87944,28,33
699,23.21737,73.95907,56,67
700,23.21737,74.03869,53,56
701,23.21737,74.11832,15,13
702,23.21737,74.19794,0,0
703,23.21737,74.27757,0,0
704,23.13677,68.70381,0,0
705,23.13677,68.78344,31,30
706,23.13677,68.86306,46,43
707,23.13677,68.94269,31,42
708,23.13677,69.02231,30,28
709,23.13677,69.10194,20,6
710,23.13677,69.18156,10,14
711,23.13677,69.26119,18,18
712,23.13677,69.34081,57,60
713,23.13677,69.42044,10,1
714,23.13677,69.50006,0,0
715,23.13677,69.57969,4,17
716,23.13677,69.65931,8,2
717,23.13677,69.73894,12,6
718,23.13677,69.81856,7,2
719,23.13677,69.89819,13,6
720,23.13677,69.97781,40,27
721,23.13677,70.05744,14,14
722,23.13677,70.13706,9,2
723,23.13677,70.21669,0,0
724,23.13677,70.45556,0,0
725,23.13677,70.53519,0,0
726,23.13677,70.61481,0,0
727,23.13677,70.69444,49,57
728,23.13677,70.77406,69,79
729,23.13677,70.85369,56,47
730,23.13677,70.93331,91,102
731,23.13677,71.01294,95,103
732,23.13677,71.09256,122,144
733,23.13677,71.17219,147,172
734,23.13677,71.25181,102,120
735,23.13677,71.33144,148,173
736,23.13677,71.41106,120,133
737,23.13677,71.49069,160,188
738,23.13677,71.57031,114,127
739,23.13677,71.64994,45,43
740,23.13677,71.72956,35,33
741,23.13677,71.80919,172,189
742,23.13677,71.88882,256,320
743,23.13677,71.96844,220,198
744,23.13677,72.04807,213,188
745,23.13677,72.12769,186,160
746,23.13677,72.20732,117,126
747,23.13677,72.28694,162,175
748,23.13677,72.36657,165,167
749,23.13677,72.44619,143,100
750,23.13677,72.52582,68,51
751,23.13677,72.60544,61,49
752,23.13677,72.68507,102,99
753,23.13677,72.76469,149,159
754,23.13677,72.84432,164,142
755,23.13677,72.92394,192,152
756,23.13677,73.00357,112,80
757,23.13677,73.08319,202,158
758,23.13677,73.16282,133,156
759,23.13677,73.24244,129,135
760,23.13677,73.32207,129,135
761,23.13677,73.40169,57,69
762,23.13677,73.48132,69,78
763,23.13677,73.56094,81,94
764,23.13677,73.64057,87,102
765,23.13677,73.72019,66,79
766,23.13677,73.79982,53,65
767,23.13677,73.87944,54,58
768,23.13677,73.95907,75,88
769,23.13677,74.03869,38,46
770,23.13677,74.11832,19,17
771,23.13677,74.19794,31,31
772,23.13677,74.27757,10,7
773,23.13677,74.35719,0,0
774,23.05617,68.78344,3,8
775,23.05617,68.86306,20,38
776,23.05617,68.94269,34,18
777,23.05617,69.02231,5,0
778,23.05617,69.10194,4,0
779,23.05617,69.18156,1,0
780,23.05617,69.26119,17,16
781,23.05617,69.34081,35,32
782,23.05617,69.42044,10,1
783,23.05617,69.50006,0,0
784,23.05617,69.57969,9,7
785,23.05617,69.65931,2,0
786,23.05617,69.73894,2,0
787,23.05617,69.81856,11,4
788,23.05617,69.89819,23,19
789,23.05617,69.97781,15,8
790,23.05617,70.05744,0,0
791,23.05617,70.53519,0,0
792,23.05617,70.61481,127,124
793,23.05617,70.69444,383,482
794,23.05617,70.77406,268,309
795,23.05617,70.85369,191,222
796,23.05617,70.93331,327,417
797,23.05617,71.01294,278,316
798,23.05617,71.09256,229,260
799,23.05617,71.17219,242,272
800,23.05617,71.25181,213,241
801,23.05617,71.33144,159,173
802,23.05617,71.41106,150,178
803,23.05617,71.49069,323,381
804,23.05617,71.57031,276,330
805,23.05617,71.64994,116,132
806,23.05617,71.72956,81,84
807,23.05617,71.80919,145,156
808,23.05617,71.88882,103,111
809,23.05617,71.96844,115,129
810,23.05617,72.04807,232,211
811,23.05617,72.12769,211,190
812,23.05617,72.20732,215,199
813,23.05617,72.28694,100,99
814,23.05617,72.36657,174,179
815,23.05617,72.44619,109,117
816,23.05617,72.52582,8,12
817,23.05617,72.60544,0,0
818,23.05617,72.68507,95,94
819,23.05617,72.76469,171,179
820,23.05617,72.84432,141,135
821,23.05617,72.92394,133,99
822,23.05617,73.00357,172,140
823,23.05617,73.08319,208,166
824,23.05617,73.16282,211,250
825,23.05617,73.24244,146,164
826,23.05617,73.32207,69,78
827,23.05617,73.40169,74,85
828,23.05617,73.48132,93,105
829,23.05617,73.56094,85,99
830,23.05617,73.64057,52,66
831,23.05617,73.72019,19,21
832,23.05617,73.79982,29,34
833,23.05617,73.87944,79,95
834,23.05617,73.95907,23,25
835,23.05617,74.03869,11,10
836,23.05617,74.11832,12,10
837,23.05617,74.19794,22,21
838,23.05617,74.27757,12,9
839,23.05617,74.35719,0,0
840,22.97557,68.86306,0,6
841,22.97557,68.94269,12,4
842,22.97557,69.02231,4,0
843,22.97557,69.10194,6,1
844,22.97557,69.18156,34,16
845,22.97557,69.26119,24,9
846,22.97557,69.34081,31,16
847,22.97557,69.42044,18,24
848,22.97557,69.50006,12,2
849,22.97557,69.57969,3,0
850,22.97557,69.65931,0,0
851,22.97557,69.73894,12,12
852,22.97557,69.81856,6,0
853,22.97557,69.89819,6,0
854,22.97557,69.97781,58,66
855,22.97557,70.05744,9,4
856,22.97557,70.53519,0,5
857,22.97557,70.61481,236,286
858,22.97557,70.69444,444,571
859,22.97557,70.77406,324,403
860,22.97557,70.85369,286,328
861,22.97557,70.93331,305,361
862,22.97557,71.01294,333,429
863,22.97557,71.09256,243,275
864,22.97557,71.17219,235,269
865,22.97557,71.25181,135,138
866,22.97557,71.33144,302,420
867,22.97557,71.41106,197,257
868,22.97557,71.49069,177,217
869,22.97557,71.57031,260,329
870,22.97557,71.64994,175,191
871,22.97557,71.72956,243,282
