Index,Latitude,Longitude,2018,2019
74,24.34578,71.72956,148,152
75,24.34578,71.80919,174,180
76,24.34578,71.88882,122,122
77,24.34578,71.96844,107,114
78,24.34578,72.04807,171,184
79,24.34578,72.12769,164,186
80,24.34578,72.20732,109,117
81,24.34578,72.28694,37,38
82,24.34578,72.36657,49,53
83,24.34578,72.44619,26,26
84,24.34578,72.52582,75,89
85,24.34578,72.60544,33,42
86,24.34578,72.68507,4,3
87,24.34578,73.00357,16,17
88,24.34578,73.08319,48,50
89,24.34578,73.16282,7,7
90,24.34578,73.24244,0,0
91,24.26518,71.25181,0,0
92,24.26518,71.33144,58,62
93,24.26518,71.41106,147,150
94,24.26518,71.49069,126,135
95,24.26518,71.57031,88,97
96,24.26518,71.64994,129,140
97,24.26518,71.72956,151,161
98,24.26518,71.80919,123,133
99,24.26518,71.88882,126,134
100,24.26518,71.96844,118,117
101,24.26518,72.04807,187,190
102,24.26518,72.12769,150,158
103,24.26518,72.20732,113,122
104,24.26518,72.28694,123,128
105,24.26518,72.36657,142,146
106,24.26518,72.44619,117,124
107,24.26518,72.52582,77,83
108,24.26518,72.60544,5,5
109,24.26518,72.68507,8,3
110,24.26518,72.76469,2,1
111,24.26518,72.84432,5,7
112,24.26518,72.92394,2,2
113,24.26518,73.00357,20,20
114,24.26518,73.08319,16,16
115,24.26518,73.16282,0,0
116,24.26518,73.24244,0,0
117,24.18458,71.25181,0,0
118,24.18458,71.33144,26,31
119,24.18458,71.41106,97,104
120,24.18458,71.49069,82,87
121,24.18458,71.57031,105,106
122,24.18458,71.64994,170,178
123,24.18458,71.72956,143,160
124,24.18458,71.80919,150,163
125,24.18458,71.88882,126,129
126,24.18458,71.96844,125,122
127,24.18458,72.04807,117,124
128,24.18458,72.12769,131,132
129,24.18458,72.20732,153,166
130,24.18458,72.28694,151,158
131,24.18458,72.36657,127,124
132,24.18458,72.44619,120,124
133,24.18458,72.52582,127,134
134,24.18458,72.60544,42,45
135,24.18458,72.68507,39,39
136,24.18458,72.76469,16,13
137,24.18458,72.84432,4,5
138,24.18458,72.92394,19,18
139,24.18458,73.00357,44,45
140,24.18458,73.08319,8,7
141,24.18458,73.16282,1,0
142,24.10398,71.25181,0,0
143,24.10398,71.33144,29,30
144,24.10398,71.41106,81,88
145,24.10398,71.49069,100,106
146,24.10398,71.57031,121,125
147,24.10398,71.64994,164,168
148,24.10398,71.72956,121,134
149,24.10398,71.80919,119,125
150,24.10398,71.88882,119,120
151,24.10398,71.96844,119,119
152,24.10398,72.04807,110,121
153,24.10398,72.12769,146,152
154,24.10398,72.20732,148,147
155,24.10398,72.28694,168,176
156,24.10398,72.36657,136,134
157,24.10398,72.44619,129,122
158,24.10398,72.52582,154,156
159,24.10398,72.60544,110,121
160,24.10398,72.68507,49,56
161,24.10398,72.76469,9,9
162,24.10398,72.84432,7,7
163,24.10398,72.92394,53,55
164,24.10398,73.00357,177,178
165,24.10398,73.08319,75,79
166,24.10398,73.16282,33,33
167,24.10398,73.24244,0,0
168,24.02338,71.25181,0,0
169,24.02338,71.33144,15,11
170,24.02338,71.41106,68,73
171,24.02338,71.49069,89,95
172,24.02338,71.57031,95,105
173,24.02338,71.64994,138,155
174,24.02338,71.72956,119,128
175,24.02338,71.80919,113,117
176,24.02338,71.88882,112,122
177,24.02338,71.96844,109,111
178,24.02338,72.04807,146,151
179,24.02338,72.12769,164,157
180,24.02338,72.20732,214,200
181,24.02338,72.28694,173,163
182,24.02338,72.36657,100,107
183,24.02338,72.44619,103,117
184,24.02338,72.52582,96,102
185,24.02338,72.60544,83,93
186,24.02338,72.68507,87,91
187,24.02338,72.76469,54,57
188,24.02338,72.84432,9,9
189,24.02338,72.92394,71,73
190,24.02338,73.00357,191,197
191,24.02338,73.08319,157,165
192,24.02338,73.16282,55,58
193,24.02338,73.24244,18,19
194,24.02338,73.32207,1,0
195,24.02338,73.40169,0,0
196,23.94278,70.13706,0,0
197,23.94278,70.21669,1,1
198,23.94278,70.37594,0,1
199,23.94278,70.45556,5,8
200,23.94278,70.53519,16,22
201,23.94278,70.61481,16,19
202,23.94278,70.69444,1,1
203,23.94278,70.77406,0,0
204,23.94278,70.85369,0,0
205,23.94278,71.01294,0,0
206,23.94278,71.09256,0,0
207,23.94278,71.25181,0,0
208,23.94278,71.33144,79,70
209,23.94278,71.41106,76,76
210,23.94278,71.49069,71,63
211,23.94278,71.57031,101,91
212,23.94278,71.64994,250,217
213,23.94278,71.72956,143,133
214,23.94278,71.80919,97,99
215,23.94278,71.88882,75,78
216,23.94278,71.96844,134,118
217,23.94278,72.04807,151,126
218,23.94278,72.12769,175,166
219,23.94278,72.20732,220,196
220,23.94278,72.28694,183,176
221,23.94278,72.36657,166,161
222,23.94278,72.44619,147,149
223,23.94278,72.52582,153,156
224,23.94278,72.60544,150,148
225,23.94278,72.68507,211,187
226,23.94278,72.76469,112,113
227,23.94278,72.84432,108,108
228,23.94278,72.92394,164,162
229,23.94278,73.00357,256,272
230,23.94278,73.08319,250,253
231,23.94278,73.16282,76,83
232,23.94278,73.24244,19,19
233,23.94278,73.32207,21,19
234,23.94278,73.40169,19,15
235,23.86218,70.13706,0,0
236,23.86218,70.21669,12,14
237,23.86218,70.29631,9,11
238,23.86218,70.37594,12,14
239,23.86218,70.45556,10,15
240,23.86218,70.53519,25,30
241,23.86218,70.61481,123,126
242,23.86218,70.69444,53,56
243,23.86218,70.77406,1,1
244,23.86218,70.85369,0,0
245,23.86218,71.01294,0,0
246,23.86218,71.09256,2,1
247,23.86218,71.17219,3,2
248,23.86218,71.25181,12,5
249,23.86218,71.33144,92,82
250,23.86218,71.41106,70,65
251,23.86218,71.49069,101,101
252,23.86218,71.57031,155,121
253,23.86218,71.64994,235,191
254,23.86218,71.72956,160,142
255,23.86218,71.80919,101,100
256,23.86218,71.88882,126,122
257,23.86218,71.96844,227,205
258,23.86218,72.04807,178,175
259,23.86218,72.12769,157,163
260,23.86218,72.20732,212,207
261,23.86218,72.28694,202,190
262,23.86218,72.36657,176,182
263,23.86218,72.44619,185,194
264,23.86218,72.52582,146,148
265,23.86218,72.60544,172,169
266,23.86218,72.68507,199,208
267,23.86218,72.76469,154,154
268,23.86218,72.84432,221,223
269,23.86218,72.92394,213,219
270,23.86218,73.00357,180,182
271,23.86218,73.08319,227,238
272,23.86218,73.16282,180,188
273,23.86218,73.24244,44,45
274,23.86218,73.32207,63,61
275,23.86218,73.40169,7,6
276,23.78158,70.13706,0,0
277,23.78158,70.21669,1,2
278,23.78158,70.29631,6,6
279,23.78158,70.37594,0,0
280,23.78158,70.45556,0,0
281,23.78158,70.53519,0,0
282,23.78158,70.61481,13,10
283,23.78158,70.69444,35,31
284,23.78158,70.77406,12,10
285,23.78158,70.85369,0,0
286,23.78158,71.09256,12,13
287,23.78158,71.17219,38,37
288,23.78158,71.25181,14,15
289,23.78158,71.33144,49,40
290,23.78158,71.41106,9,8
291,23.78158,71.49069,47,50
292,23.78158,71.57031,115,104
293,23.78158,71.64994,120,101
294,23.78158,71.72956,159,141
295,23.78158,71.80919,176,151
296,23.78158,71.88882,232,204
297,23.78158,71.96844,199,185
298,23.78158,72.04807,232,206
299,23.78158,72.12769,238,216
300,23.78158,72.20732,257,231
301,23.78158,72.28694,269,252
302,23.78158,72.36657,180,182
303,23.78158,72.44619,196,207
304,23.78158,72.52582,175,190
305,23.78158,72.60544,198,197
306,23.78158,72.68507,195,197
307,23.78158,72.76469,210,202
308,23.78158,72.84432,183,190
309,23.78158,72.92394,329,354
310,23.78158,73.00357,233,238
311,23.78158,73.08319,161,169
312,23.78158,73.16282,86,87
313,23.78158,73.24244,128,121
314,23.78158,73.32207,121,114
315,23.78158,73.40169,14,12
316,23.78158,73.48132,0,0
317,23.70098,68.70381,0,0
318,23.70098,68.78344,0,0
319,23.70098,69.10194,8,7
320,23.70098,69.18156,11,10
321,23.70098,70.45556,3,2
322,23.70098,70.53519,13,17
323,23.70098,70.61481,90,82
324,23.70098,70.69444,88,77
325,23.70098,70.77406,17,19
326,23.70098,70.85369,0,0
327,23.70098,70.93331,0,0
328,23.70098,71.09256,0,0
329,23.70098,71.17219,0,0
330,23.70098,71.25181,0,0
331,23.70098,71.33144,6,2
332,23.70098,71.41106,10,4
333,23.70098,71.49069,75,64
334,23.70098,71.57031,121,116
335,23.70098,71.64994,105,96
336,23.70098,71.72956,176,156
337,23.70098,71.80919,280,254
338,23.70098,71.88882,212,199
339,23.70098,71.96844,213,202
340,23.70098,72.04807,244,221
341,23.70098,72.12769,266,235
342,23.70098,72.20732,244,212
343,23.70098,72.28694,182,182
344,23.70098,72.36657,171,169
345,23.70098,72.44619,205,219
346,23.70098,72.52582,162,165
347,23.70098,72.60544,214,220
348,23.70098,72.68507,248,255
349,23.70098,72.76469,224,240
350,23.70098,72.84432,175,180
351,23.70098,72.92394,284,313
352,23.70098,73.00357,201,208
353,23.70098,73.08319,81,85
354,23.70098,73.16282,46,45
355,23.70098,73.24244,170,165
356,23.70098,73.32207,180,177
357,23.70098,73.40169,37,37
358,23.70098,73.48132,22,22
359,23.70098,73.56094,1,2
360,23.62038,68.70381,0,0
361,23.62038,68.78344,0,0
362,23.62038,68.94269,0,0
363,23.62038,69.02231,0,0
364,23.62038,69.10194,7,7
365,23.62038,69.18156,11,10
366,23.62038,70.29631,0,1
367,23.62038,70.37594,39,39
368,23.62038,70.45556,125,119
369,23.62038,70.53519,71,71
370,23.62038,70.61481,26,28
371,23.62038,70.69444,66,52
372,23.62038,70.77406,21,21
373,23.62038,70.85369,2,1
374,23.62038,70.93331,0,0
375,23.62038,71.41106,28,25
376,23.62038,71.49069,110,113
377,23.62038,71.57031,138,124
378,23.62038,71.64994,158,123
379,23.62038,71.72956,140,120
380,23.62038,71.80919,296,287
381,23.62038,71.88882,222,197
382,23.62038,71.96844,154,133
383,23.62038,72.04807,163,152
384,23.62038,72.12769,144,136
385,23.62038,72.20732,147,136
386,23.62038,72.28694,176,167
387,23.62038,72.36657,134,132
388,23.62038,72.44619,180,192
389,23.62038,72.52582,227,215
390,23.62038,72.60544,208,207
391,23.62038,72.68507,172,176
392,23.62038,72.76469,155,160
393,23.62038,72.84432,177,184
394,23.62038,72.92394,201,211
395,23.62038,73.00357,153,160
396,23.62038,73.08319,229,249
397,23.62038,73.16282,96,97
398,23.62038,73.24244,81,80
399,23.62038,73.32207,135,133
400,23.62038,73.40169,96,99
401,23.62038,73.48132,157,153
402,23.62038,73.56094,35,33
403,23.62038,73.64057,2,2
404,23.53978,68.94269,0,0
405,23.53978,69.02231,0,0
406,23.53978,69.10194,0,0
407,23.53978,69.18156,1,1
408,23.53978,69.34081,1,1
409,23.53978,69.42044,2,1
410,23.53978,69.50006,9,10
411,23.53978,69.57969,5,6
412,23.53978,69.65931,0,0
413,23.53978,69.73894,0,0
414,23.53978,69.81856,0,0
415,23.53978,70.21669,0,0
416,23.53978,70.29631,36,48
417,23.53978,70.37594,87,84
418,23.53978,70.45556,102,94
419,23.53978,70.53519,79,70
420,23.53978,70.61481,22,20
421,23.53978,70.69444,40,39
422,23.53978,70.77406,61,63
423,23.53978,70.85369,17,18
424,23.53978,70.93331,3,2
425,23.53978,71.01294,1,1
426,23.53978,71.41106,1,1
427,23.53978,71.49069,16,17
428,23.53978,71.57031,102,98
429,23.53978,71.64994,132,128
430,23.53978,71.72956,148,148
431,23.53978,71.80919,183,156
432,23.53978,71.88882,212,186
433,23.53978,71.96844,127,111
434,23.53978,72.04807,108,107
435,23.53978,72.12769,142,135
436,23.53978,72.20732,175,165
437,23.53978,72.28694,211,213
438,23.53978,72.36657,191,192
439,23.53978,72.44619,217,210
440,23.53978,72.52582,216,212
441,23.53978,72.60544,228,216
442,23.53978,72.68507,245,238
443,23.53978,72.76469,176,193
444,23.53978,72.84432,103,107
445,23.53978,72.92394,141,139
446,23.53978,73.00357,211,217
447,23.53978,73.08319,255,257
448,23.53978,73.16282,138,138
449,23.53978,73.24244,157,152
450,23.53978,73.32207,130,129
451,23.53978,73.40169,115,110
452,23.53978,73.48132,161,158
453,23.53978,73.56094,97,93
454,23.53978,73.64057,76,73
455,23.45918,68.62419,0,0
456,23.45918,68.70381,0,0
457,23.45918,68.94269,0,0
458,23.45918,69.02231,5,7
459,23.45918,69.10194,5,7
460,23.45918,69.18156,19,30
461,23.45918,69.34081,0,0
462,23.45918,69.42044,2,1
463,23.45918,69.50006,32,35
464,23.45918,69.57969,26,25
465,23.45918,69.65931,53,44
466,23.45918,69.73894,65,72
467,23.45918,69.81856,0,0
468,23.45918,69.89819,29,33
469,23.45918,69.97781,3,2
470,23.45918,70.13706,0,0
471,23.45918,70.21669,0,0
472,23.45918,70.29631,7,9
473,23.45918,70.37594,8,8
474,23.45918,70.45556,30,28
475,23.45918,70.53519,29,28
476,23.45918,70.61481,0,0
477,23.45918,70.69444,11,13
478,23.45918,70.77406,42,47
479,23.45918,70.85369,14,20
480,23.45918,70.93331,0,0
481,23.45918,71.01294,0,0
482,23.45918,71.49069,4,5
483,23.45918,71.57031,141,134
484,23.45918,71.64994,277,279
485,23.45918,71.72956,243,237
486,23.45918,71.80919,143,136
487,23.45918,71.88882,337,336
488,23.45918,71.96844,241,233
489,23.45918,72.04807,140,140
490,23.45918,72.12769,158,161
491,23.45918,72.20732,195,198
492,23.45918,72.28694,213,218
493,23.45918,72.36657,237,242
494,23.45918,72.44619,241,252
495,23.45918,72.52582,253,252
496,23.45918,72.60544,228,231
497,23.45918,72.68507,246,258
498,23.45918,72.76469,159,164
499,23.45918,72.84432,174,176
500,23.45918,72.92394,226,233
501,23.45918,73.00357,282,293
502,23.45918,73.08319,257,265
503,23.45918,73.16282,176,168
504,23.45918,73.24244,141,137
505,23.45918,73.32207,90,91
506,23.45918,73.40169,119,110
507,23.45918,73.48132,123,119
508,23.45918,73.56094,148,142
509,23.45918,73.64057,126,114
510,23.45918,73.72019,22,22
511,23.45918,73.79982,12,13
512,23.45918,73.87944,0,0
513,23.37858,68.62419,0,0
514,23.37858,68.70381,0,0
515,23.37858,68.78344,0,0
516,23.37858,68.86306,0,0
517,23.37858,68.94269,0,0
518,23.37858,69.02231,8,12
519,23.37858,69.10194,25,21
520,23.37858,69.18156,11,9
521,23.37858,69.26119,1,1
522,23.37858,69.34081,0,0
523,23.37858,69.42044,0,0
524,23.37858,69.50006,0,0
525,23.37858,69.57969,2,0
526,23.37858,69.65931,30,25
527,23.37858,69.73894,31,42
528,23.37858,69.81856,1,0
529,23.37858,69.89819,43,52
530,23.37858,69.97781,22,23
531,23.37858,70.05744,19,20
532,23.37858,70.13706,32,26
533,23.37858,70.21669,113,102
534,23.37858,70.29631,29,34
535,23.37858,70.37594,42,49
536,23.37858,70.45556,86,87
537,23.37858,70.53519,57,55
538,23.37858,70.61481,11,8
539,23.37858,70.69444,0,0
540,23.37858,70.77406,20,24
541,23.37858,70.85369,15,20
542,23.37858,70.93331,0,0
543,23.37858,71.57031,18,17
544,23.37858,71.64994,234,223
545,23.37858,71.72956,229,220
546,23.37858,71.80919,382,380
547,23.37858,71.88882,389,374
548,23.37858,71.96844,218,197
549,23.37858,72.04807,197,183
550,23.37858,72.12769,215,204
551,23.37858,72.20732,234,220
552,23.37858,72.28694,198,207
553,23.37858,72.36657,193,196
554,23.37858,72.44619,238,254
555,23.37858,72.52582,259,263
556,23.37858,72.60544,214,224
557,23.37858,72.68507,173,178
558,23.37858,72.76469,198,190
559,23.37858,72.84432,236,230
560,23.37858,72.92394,253,262
561,23.37858,73.00357,232,242
562,23.37858,73.08319,257,272
563,23.37858,73.16282,151,147
564,23.37858,73.24244,166,157
565,23.37858,73.32207,178,164
566,23.37858,73.40169,120,117
567,23.37858,73.48132,140,137
568,23.37858,73.56094,175,162
569,23.37858,73.64057,98,97
570,23.37858,73.72019,32,32
571,23.37858,73.79982,15,17
572,23.37858,73.87944,3,3
573,23.37858,73.95907,0,0
574,23.29797,68.70381,2,2
575,23.29797,68.78344,5,4
576,23.29797,68.86306,1,1
577,23.29797,68.94269,0,1
578,23.29797,69.02231,31,30
579,23.29797,69.10194,15,13
580,23.29797,69.18156,1,0
581,23.29797,69.26119,0,0
582,23.29797,69.34081,6,4
583,23.29797,69.42044,9,11
584,23.29797,69.50006,0,0
585,23.29797,69.57969,1,1
586,23.29797,69.65931,2,1
587,23.29797,69.73894,41,40
588,23.29797,69.81856,24,38
589,23.29797,69.89819,88,93
590,23.29797,69.97781,95,104
591,23.29797,70.05744,72,76
592,23.29797,70.13706,62,55
593,23.29797,70.21669,124,112
594,23.29797,70.29631,67,68
595,23.29797,70.37594,41,53
596,23.29797,70.45556,164,178
597,23.29797,70.53519,203,191
598,23.29797,70.61481,87,80
599,23.29797,70.69444,9,14
600,23.29797,70.77406,52,64
601,23.29797,70.85369,6,5
602,23.29797,70.93331,0,0
603,23.29797,71.57031,0,0
604,23.29797,71.64994,90,88
605,23.29797,71.72956,259,254
606,23.29797,71.80919,454,442
607,23.29797,71.88882,318,302
608,23.29797,71.96844,214,201
609,23.29797,72.04807,208,192
610,23.29797,72.12769,188,172
611,23.29797,72.20732,210,194
612,23.29797,72.28694,167,170
613,23.29797,72.36657,131,133
614,23.29797,72.44619,154,156
615,23.29797,72.52582,231,233
616,23.29797,72.60544,232,241
617,23.29797,72.68507,162,164
618,23.29797,72.76469,220,217
619,23.29797,72.84432,169,173
620,23.29797,72.92394,201,202
621,23.29797,73.00357,158,166
622,23.29797,73.08319,200,197
623,23.29797,73.16282,176,162
624,23.29797,73.24244,173,162
625,23.29797,73.32207,177,177
626,23.29797,73.40169,50,51
627,23.29797,73.48132,110,108
628,23.29797,73.56094,110,112
629,23.29797,73.64057,98,105
630,23.29797,73.72019,58,62
631,23.29797,73.79982,38,39
632,23.29797,73.87944,10,9
633,23.29797,73.95907,20,22
634,23.29797,74.03869,23,24
635,23.29797,74.11832,2,2
636,23.21737,68.70381,11,11
637,23.21737,68.78344,69,70
638,23.21737,68.86306,5,4
639,23.21737,68.94269,36,37
640,23.21737,69.02231,28,29
641,23.21737,69.10194,22,15
642,23.21737,69.18156,35,28
643,23.21737,69.26119,2,2
644,23.21737,69.34081,24,23
645,23.21737,69.42044,26,30
646,23.21737,69.50006,3,5
647,23.21737,69.57969,48,67
648,23.21737,69.65931,9,12
649,23.21737,69.73894,19,29
650,23.21737,69.81856,32,36
651,23.21737,69.89819,64,67
652,23.21737,69.97781,68,62
653,23.21737,70.05744,89,84
654,23.21737,70.13706,21,13
655,23.21737,70.21669,14,13
656,23.21737,70.29631,10,9
657,23.21737,70.37594,0,0
658,23.21737,70.45556,47,63
659,23.21737,70.53519,113,127
660,23.21737,70.61481,22,22
661,23.21737,70.69444,0,0
662,23.21737,70.77406,0,0
663,23.21737,70.93331,3,4
664,23.21737,71.01294,10,9
665,23.21737,71.09256,16,15
666,23.21737,71.17219,16,15
667,23.21737,71.25181,3,3
668,23.21737,71.33144,10,9
669,23.21737,71.41106,0,0
670,23.21737,71.64994,12,13
671,23.21737,71.72956,143,144
672,23.21737,71.80919,296,291
673,23.21737,71.88882,355,350
674,23.21737,71.96844,269,253
675,23.21737,72.04807,265,241
676,23.21737,72.12769,188,180
677,23.21737,72.20732,150,151
678,23.21737,72.28694,145,136
679,23.21737,72.36657,158,155
680,23.21737,72.44619,124,126
681,23.21737,72.52582,159,158
682,23.21737,72.60544,131,131
683,23.21737,72.68507,103,96
684,23.21737,72.76469,176,180
685,23.21737,72.84432,175,162
686,23.21737,72.92394,191,176
687,23.21737,73.00357,148,149
688,23.21737,73.08319,178,168
689,23.21737,73.16282,152,139
690,23.21737,73.24244,204,193
691,23.21737,73.32207,207,209
692,23.21737,73.40169,74,80
693,23.21737,73.48132,70,69
694,23.21737,73.56094,55,58
695,23.21737,73.64057,94,103
696,23.21737,73.72019,93,103
697,23.21737,73.79982,114,114
698,23.21737,73.87944,47,44
699,23.21737,73.95907,65,69
700,23.21737,74.03869,48,51
701,23.21737,74.11832,9,8
702,23.21737,74.19794,0,0
703,23.21737,74.27757,0,0
704,23.13677,68.70381,0,0
705,23.13677,68.78344,41,41
706,23.13677,68.86306,68,55
707,23.13677,68.94269,40,44
708,23.13677,69.02231,38,38
709,23.13677,69.10194,30,23
710,23.13677,69.18156,21,16
711,23.13677,69.26119,32,25
712,23.13677,69.34081,79,80
713,23.13677,69.42044,13,10
714,23.13677,69.50006,0,0
715,23.13677,69.57969,13,21
716,23.13677,69.65931,7,9
717,23.13677,69.73894,8,8
718,23.13677,69.81856,3,3
719,23.13677,69.89819,15,17
720,23.13677,69.97781,40,55
721,23.13677,70.05744,15,20
722,23.13677,70.13706,7,3
723,23.13677,70.21669,0,0
724,23.13677,70.45556,1,1
725,23.13677,70.53519,1,1
726,23.13677,70.61481,2,2
727,23.13677,70.69444,79,77
728,23.13677,70.77406,113,110
729,23.13677,70.85369,65,70
730,23.13677,70.93331,141,144
731,23.13677,71.01294,151,148
732,23.13677,71.09256,200,198
733,23.13677,71.17219,236,238
734,23.13677,71.25181,174,167
735,23.13677,71.33144,237,244
736,23.13677,71.41106,120,118
737,23.13677,71.49069,171,166
738,23.13677,71.57031,117,113
739,23.13677,71.64994,37,36
740,23.13677,71.72956,27,26
741,23.13677,71.80919,173,166
742,23.13677,71.88882,284,276
743,23.13677,71.96844,246,236
744,23.13677,72.04807,235,222
745,23.13677,72.12769,196,187
746,23.13677,72.20732,128,122
747,23.13677,72.28694,159,162
748,23.13677,72.36657,165,168
749,23.13677,72.44619,136,132
750,23.13677,72.52582,69,67
751,23.13677,72.60544,59,64
752,23.13677,72.68507,101,94
753,23.13677,72.76469,154,152
754,23.13677,72.84432,212,202
755,23.13677,72.92394,187,182
756,23.13677,73.00357,108,109
757,23.13677,73.08319,177,177
758,23.13677,73.16282,145,152
759,23.13677,73.24244,144,130
760,23.13677,73.32207,141,130
761,23.13677,73.40169,72,72
762,23.13677,73.48132,80,81
763,23.13677,73.56094,92,96
764,23.13677,73.64057,96,102
765,23.13677,73.72019,73,80
766,23.13677,73.79982,61,66
767,23.13677,73.87944,57,56
768,23.13677,73.95907,76,90
769,23.13677,74.03869,48,50
770,23.13677,74.11832,12,11
771,23.13677,74.19794,26,24
772,23.13677,74.27757,11,10
773,23.13677,74.35719,0,0
774,23.05617,68.78344,2,1
775,23.05617,68.86306,70,74
776,23.05617,68.94269,45,45
777,23.05617,69.02231,10,9
778,23.05617,69.10194,7,6
779,23.05617,69.18156,2,1
780,23.05617,69.26119,19,15
781,23.05617,69.34081,38,35
782,23.05617,69.42044,11,9
783,23.05617,69.50006,1,1
784,23.05617,69.57969,11,17
785,23.05617,69.65931,2,2
786,23.05617,69.73894,2,2
787,23.05617,69.81856,7,4
788,23.05617,69.89819,27,20
789,23.05617,69.97781,13,20
790,23.05617,70.05744,1,1
791,23.05617,70.53519,0,0
792,23.05617,70.61481,159,165
793,23.05617,70.69444,567,585
794,23.05617,70.77406,383,371
795,23.05617,70.85369,295,290
796,23.05617,70.93331,494,516
797,23.05617,71.01294,382,382
798,23.05617,71.09256,343,341
799,23.05617,71.17219,355,352
800,23.05617,71.25181,322,319
801,23.05617,71.33144,241,235
802,23.05617,71.41106,156,158
803,23.05617,71.49069,330,326
804,23.05617,71.57031,288,287
805,23.05617,71.64994,122,120
806,23.05617,71.72956,76,73
807,23.05617,71.80919,141,134
808,23.05617,71.88882,106,101
809,23.05617,71.96844,195,184
810,23.05617,72.04807,279,254
811,23.05617,72.12769,243,225
812,23.05617,72.20732,235,218
813,23.05617,72.28694,179,148
814,23.05617,72.36657,178,167
815,23.05617,72.44619,111,113
816,23.05617,72.52582,16,16
817,23.05617,72.60544,0,0
818,23.05617,72.68507,104,93
819,23.05617,72.76469,178,168
820,23.05617,72.84432,140,126
821,23.05617,72.92394,123,119
822,23.05617,73.00357,149,156
823,23.05617,73.08319,182,191
824,23.05617,73.16282,207,231
825,23.05617,73.24244,160,157
826,23.05617,73.32207,85,81
827,23.05617,73.40169,86,87
828,23.05617,73.48132,103,106
829,23.05617,73.56094,103,102
830,23.05617,73.64057,68,69
831,23.05617,73.72019,19,23
832,23.05617,73.79982,31,35
833,23.05617,73.87944,83,95
834,23.05617,73.95907,25,26
835,23.05617,74.03869,11,11
836,23.05617,74.11832,6,5
837,23.05617,74.19794,16,15
838,23.05617,74.27757,5,5
839,23.05617,74.35719,0,0
840,22.97557,68.86306,1,1
841,22.97557,68.94269,20,20
842,22.97557,69.02231,9,8
843,22.97557,69.10194,10,10
844,22.97557,69.18156,45,39
845,22.97557,69.26119,23,23
846,22.97557,69.34081,39,39
847,22.97557,69.42044,27,28
848,22.97557,69.50006,10,8
849,22.97557,69.57969,3,2
850,22.97557,69.65931,0,0
851,22.97557,69.73894,9,12
852,22.97557,69.81856,0,0
853,22.97557,69.89819,0,0
854,22.97557,69.97781,57,68
855,22.97557,70.05744,3,3
856,22.97557,70.53519,1,2
857,22.97557,70.61481,350,347
858,22.97557,70.69444,638,666
859,22.97557,70.77406,467,472
860,22.97557,70.85369,397,389
861,22.97557,70.93331,436,421
862,22.97557,71.01294,504,508
863,22.97557,71.09256,349,341
864,22.97557,71.17219,343,341
865,22.97557,71.25181,197,192
866,22.97557,71.33144,353,343
867,22.97557,71.41106,214,218
868,22.97557,71.49069,194,189
869,22.97557,71.57031,287,273
870,22.97557,71.64994,176,166
871,22.97557,71.72956,258,250
