Index,Latitude,Longitude,2018,2019
267,23.86218,72.76469,171,182
268,23.86218,72.84432,237,241
269,23.86218,72.92394,258,277
270,23.86218,73.00357,201,218
271,23.86218,73.08319,237,241
272,23.86218,73.16282,232,256
273,23.86218,73.24244,55,70
274,23.86218,73.32207,78,108
275,23.86218,73.40169,11,16
276,23.78158,70.13706,1,1
277,23.78158,70.21669,9,10
278,23.78158,70.29631,6,3
279,23.78158,70.37594,3,6
280,23.78158,70.45556,1,2
281,23.78158,70.53519,4,5
282,23.78158,70.61481,12,14
283,23.78158,70.69444,35,40
284,23.78158,70.77406,14,22
285,23.78158,70.85369,6,9
286,23.78158,71.09256,29,40
287,23.78158,71.17219,44,57
288,23.78158,71.25181,32,36
289,23.78158,71.33144,39,36
290,23.78158,71.41106,11,12
291,23.78158,71.49069,20,18
292,23.78158,71.57031,52,46
293,23.78158,71.64994,66,66
294,23.78158,71.72956,121,130
295,23.78158,71.80919,126,144
296,23.78158,71.88882,207,213
297,23.78158,71.96844,174,181
298,23.78158,72.04807,203,225
299,23.78158,72.12769,213,232
300,23.78158,72.20732,183,183
301,23.78158,72.28694,174,159
302,23.78158,72.36657,163,157
303,23.78158,72.44619,196,209
304,23.78158,72.52582,180,180
305,23.78158,72.60544,172,168
306,23.78158,72.68507,194,196
307,23.78158,72.76469,187,196
308,23.78158,72.84432,204,198
309,23.78158,72.92394,357,339
310,23.78158,73.00357,242,249
311,23.78158,73.08319,201,213
312,23.78158,73.16282,89,92
313,23.78158,73.24244,129,148
314,23.78158,73.32207,109,129
315,23.78158,73.40169,21,34
316,23.78158,73.48132,3,4
317,23.70098,68.70381,2,3
318,23.70098,68.78344,1,2
319,23.70098,69.10194,11,15
320,23.70098,69.18156,14,17
321,23.70098,70.45556,10,14
322,23.70098,70.53519,34,39
323,23.70098,70.61481,96,99
324,23.70098,70.69444,89,90
325,23.70098,70.77406,38,41
326,23.70098,70.85369,5,9
327,23.70098,70.93331,4,8
328,23.70098,71.09256,6,13
329,23.70098,71.17219,5,8
330,23.70098,71.25181,7,13
331,23.70098,71.33144,7,12
332,23.70098,71.41106,6,12
333,23.70098,71.49069,54,63
334,23.70098,71.57031,98,105
335,23.70098,71.64994,62,57
336,23.70098,71.72956,156,161
337,23.70098,71.80919,242,249
338,23.70098,71.88882,168,173
339,23.70098,71.96844,175,185
340,23.70098,72.04807,162,182
341,23.70098,72.12769,202,212
342,23.70098,72.20732,149,148
343,23.70098,72.28694,124,115
344,23.70098,72.36657,158,157
345,23.70098,72.44619,220,229
346,23.70098,72.52582,164,169
347,23.70098,72.60544,225,223
348,23.70098,72.68507,226,219
349,23.70098,72.76469,215,216
350,23.70098,72.84432,180,177
351,23.70098,72.92394,291,272
352,23.70098,73.00357,196,192
353,23.70098,73.08319,95,97
354,23.70098,73.16282,44,49
355,23.70098,73.24244,158,155
356,23.70098,73.32207,178,177
357,23.70098,73.40169,46,57
358,23.70098,73.48132,25,30
359,23.70098,73.56094,3,6
360,23.62038,68.70381,2,7
361,23.62038,68.78344,3,8
362,23.62038,68.94269,3,7
363,23.62038,69.02231,4,8
364,23.62038,69.10194,10,14
365,23.62038,69.18156,12,17
366,23.62038,70.29631,7,10
367,23.62038,70.37594,55,72
368,23.62038,70.45556,122,130
369,23.62038,70.53519,68,74
370,23.62038,70.61481,46,51
371,23.62038,70.69444,90,95
372,23.62038,70.77406,40,36
373,23.62038,70.85369,8,6
374,23.62038,70.93331,1,1
375,23.62038,71.41106,21,31
376,23.62038,71.49069,127,144
377,23.62038,71.57031,123,132
378,23.62038,71.64994,112,124
379,23.62038,71.72956,109,105
380,23.62038,71.80919,284,280
381,23.62038,71.88882,141,143
382,23.62038,71.96844,104,125
383,23.62038,72.04807,119,135
384,23.62038,72.12769,108,118
385,23.62038,72.20732,88,83
386,23.62038,72.28694,118,105
387,23.62038,72.36657,101,94
388,23.62038,72.44619,195,198
389,23.62038,72.52582,203,203
390,23.62038,72.60544,190,192
391,23.62038,72.68507,166,166
392,23.62038,72.76469,156,164
393,23.62038,72.84432,204,221
394,23.62038,72.92394,213,208
395,23.62038,73.00357,170,167
396,23.62038,73.08319,262,243
397,23.62038,73.16282,92,86
398,23.62038,73.24244,80,78
399,23.62038,73.32207,144,145
400,23.62038,73.40169,104,108
401,23.62038,73.48132,135,131
402,23.62038,73.56094,27,25
403,23.62038,73.64057,2,1
404,23.53978,68.94269,2,4
405,23.53978,69.02231,3,7
406,23.53978,69.10194,1,4
407,23.53978,69.18156,7,10
408,23.53978,69.34081,2,2
409,23.53978,69.42044,3,4
410,23.53978,69.50006,24,33
411,23.53978,69.57969,16,23
412,23.53978,69.65931,4,5
413,23.53978,69.73894,3,4
414,23.53978,69.81856,7,17
415,23.53978,70.21669,0,0
416,23.53978,70.29631,72,83
417,23.53978,70.37594,79,80
418,23.53978,70.45556,87,91
419,23.53978,70.53519,49,56
420,23.53978,70.61481,22,22
421,23.53978,70.69444,71,70
422,23.53978,70.77406,99,81
423,23.53978,70.85369,34,28
424,23.53978,70.93331,9,11
425,23.53978,71.01294,9,13
426,23.53978,71.41106,3,4
427,23.53978,71.49069,24,23
428,23.53978,71.57031,97,105
429,23.53978,71.64994,138,148
430,23.53978,71.72956,133,141
431,23.53978,71.80919,120,130
432,23.53978,71.88882,137,142
433,23.53978,71.96844,80,87
434,23.53978,72.04807,107,130
435,23.53978,72.12769,136,150
436,23.53978,72.20732,123,122
437,23.53978,72.28694,182,175
438,23.53978,72.36657,162,156
439,23.53978,72.44619,186,185
440,23.53978,72.52582,196,198
441,23.53978,72.60544,199,210
442,23.53978,72.68507,221,221
443,23.53978,72.76469,196,209
444,23.53978,72.84432,114,125
445,23.53978,72.92394,149,160
446,23.53978,73.00357,251,239
447,23.53978,73.08319,288,270
448,23.53978,73.16282,144,134
449,23.53978,73.24244,195,192
450,23.53978,73.32207,162,165
451,23.53978,73.40169,112,112
452,23.53978,73.48132,155,148
453,23.53978,73.56094,94,93
454,23.53978,73.64057,72,79
455,23.45918,68.62419,0,0
456,23.45918,68.70381,1,2
457,23.45918,68.94269,2,5
458,23.45918,69.02231,3,7
459,23.45918,69.10194,9,15
460,23.45918,69.18156,25,28
461,23.45918,69.34081,1,2
462,23.45918,69.42044,4,6
463,23.45918,69.50006,44,49
464,23.45918,69.57969,41,50
465,23.45918,69.65931,40,43
466,23.45918,69.73894,65,73
467,23.45918,69.81856,4,5
468,23.45918,69.89819,46,61
469,23.45918,69.97781,9,21
470,23.45918,70.13706,1,1
471,23.45918,70.21669,2,1
472,23.45918,70.29631,20,19
473,23.45918,70.37594,17,24
474,23.45918,70.45556,29,34
475,23.45918,70.53519,35,39
476,23.45918,70.61481,2,4
477,23.45918,70.69444,18,15
478,23.45918,70.77406,82,77
479,23.45918,70.85369,29,24
480,23.45918,70.93331,3,3
481,23.45918,71.01294,8,14
482,23.45918,71.49069,6,8
483,23.45918,71.57031,132,155
484,23.45918,71.64994,274,294
485,23.45918,71.72956,226,260
486,23.45918,71.80919,150,173
487,23.45918,71.88882,312,321
488,23.45918,71.96844,225,249
489,23.45918,72.04807,141,170
490,23.45918,72.12769,169,191
491,23.45918,72.20732,172,173
492,23.45918,72.28694,192,179
493,23.45918,72.36657,237,241
494,23.45918,72.44619,236,224
495,23.45918,72.52582,245,233
496,23.45918,72.60544,187,183
497,23.45918,72.68507,150,151
498,23.45918,72.76469,109,134
499,23.45918,72.84432,190,198
500,23.45918,72.92394,276,266
501,23.45918,73.00357,339,324
502,23.45918,73.08319,330,310
503,23.45918,73.16282,197,184
504,23.45918,73.24244,176,165
505,23.45918,73.32207,132,139
506,23.45918,73.40169,106,111
507,23.45918,73.48132,135,133
508,23.45918,73.56094,128,124
509,23.45918,73.64057,99,111
510,23.45918,73.72019,29,39
511,23.45918,73.79982,12,19
512,23.45918,73.87944,7,11
513,23.37858,68.62419,0,0
514,23.37858,68.70381,3,4
515,23.37858,68.78344,0,0
516,23.37858,68.86306,3,5
517,23.37858,68.94269,1,3
518,23.37858,69.02231,8,15
519,23.37858,69.10194,11,13
520,23.37858,69.18156,14,22
521,23.37858,69.26119,7,11
522,23.37858,69.34081,4,9
523,23.37858,69.42044,1,1
524,23.37858,69.50006,5,8
525,23.37858,69.57969,6,8
526,23.37858,69.65931,28,32
527,23.37858,69.73894,49,51
528,23.37858,69.81856,7,7
529,23.37858,69.89819,62,73
530,23.37858,69.97781,33,49
531,23.37858,70.05744,30,44
532,23.37858,70.13706,37,46
533,23.37858,70.21669,107,122
534,23.37858,70.29631,48,66
535,23.37858,70.37594,51,52
536,23.37858,70.45556,88,80
537,23.37858,70.53519,73,77
538,23.37858,70.61481,12,14
539,23.37858,70.69444,1,1
540,23.37858,70.77406,51,56
541,23.37858,70.85369,28,30
542,23.37858,70.93331,4,5
543,23.37858,71.57031,19,31
544,23.37858,71.64994,214,249
545,23.37858,71.72956,209,234
546,23.37858,71.80919,345,356
547,23.37858,71.88882,372,399
548,23.37858,71.96844,176,193
549,23.37858,72.04807,183,215
550,23.37858,72.12769,209,245
551,23.37858,72.20732,203,212
552,23.37858,72.28694,221,227
553,23.37858,72.36657,205,213
554,23.37858,72.44619,262,257
555,23.37858,72.52582,249,240
556,23.37858,72.60544,174,161
557,23.37858,72.68507,150,157
558,23.37858,72.76469,186,187
559,23.37858,72.84432,253,246
560,23.37858,72.92394,291,260
561,23.37858,73.00357,276,259
562,23.37858,73.08319,331,305
563,23.37858,73.16282,169,155
564,23.37858,73.24244,218,223
565,23.37858,73.32207,194,196
566,23.37858,73.40169,142,154
567,23.37858,73.48132,147,147
568,23.37858,73.56094,150,152
569,23.37858,73.64057,80,87
570,23.37858,73.72019,30,41
571,23.37858,73.79982,19,29
572,23.37858,73.87944,9,14
573,23.37858,73.95907,4,8
574,23.29797,68.70381,3,5
575,23.29797,68.78344,12,19
576,23.29797,68.86306,5,11
577,23.29797,68.94269,11,22
578,23.29797,69.02231,33,43
579,23.29797,69.10194,17,22
580,23.29797,69.18156,6,8
581,23.29797,69.26119,8,13
582,23.29797,69.34081,13,19
583,23.29797,69.42044,19,23
584,23.29797,69.50006,1,2
585,23.29797,69.57969,4,3
586,23.29797,69.65931,5,6
587,23.29797,69.73894,45,44
588,23.29797,69.81856,33,22
589,23.29797,69.89819,94,82
590,23.29797,69.97781,124,121
591,23.29797,70.05744,90,93
592,23.29797,70.13706,58,67
593,23.29797,70.21669,93,103
594,23.29797,70.29631,80,102
595,23.29797,70.37594,57,55
596,23.29797,70.45556,216,207
597,23.29797,70.53519,210,216
598,23.29797,70.61481,103,115
599,23.29797,70.69444,19,11
600,23.29797,70.77406,104,111
601,23.29797,70.85369,21,38
602,23.29797,70.93331,1,5
603,23.29797,71.57031,0,0
604,23.29797,71.64994,80,93
605,23.29797,71.72956,213,227
606,23.29797,71.80919,408,442
607,23.29797,71.88882,304,344
608,23.29797,71.96844,188,203
609,23.29797,72.04807,167,172
610,23.29797,72.12769,153,163
611,23.29797,72.20732,165,168
612,23.29797,72.28694,161,157
613,23.29797,72.36657,131,134
614,23.29797,72.44619,162,168
615,23.29797,72.52582,192,196
616,23.29797,72.60544,200,192
617,23.29797,72.68507,155,143
618,23.29797,72.76469,204,193
619,23.29797,72.84432,168,159
620,23.29797,72.92394,202,177
621,23.29797,73.00357,178,162
622,23.29797,73.08319,231,205
623,23.29797,73.16282,171,155
624,23.29797,73.24244,180,164
625,23.29797,73.32207,200,186
626,23.29797,73.40169,66,66
627,23.29797,73.48132,91,90
628,23.29797,73.56094,96,96
629,23.29797,73.64057,83,88
630,23.29797,73.72019,54,69
631,23.29797,73.79982,32,46
632,23.29797,73.87944,17,26
633,23.29797,73.95907,20,25
634,23.29797,74.03869,18,22
635,23.29797,74.11832,6,8
636,23.21737,68.70381,18,28
637,23.21737,68.78344,74,85
638,23.21737,68.86306,16,27
639,23.21737,68.94269,41,50
640,23.21737,69.02231,43,58
641,23.21737,69.10194,22,29
642,23.21737,69.18156,19,19
643,23.21737,69.26119,15,17
644,23.21737,69.34081,48,54
645,23.21737,69.42044,47,52
646,23.21737,69.50006,17,18
647,23.21737,69.57969,64,41
648,23.21737,69.65931,19,23
649,23.21737,69.73894,37,28
650,23.21737,69.81856,36,24
651,23.21737,69.89819,96,77
652,23.21737,69.97781,106,97
653,23.21737,70.05744,82,69
654,23.21737,70.13706,23,28
655,23.21737,70.21669,17,19
656,23.21737,70.29631,11,16
657,23.21737,70.37594,2,4
658,23.21737,70.45556,90,77
659,23.21737,70.53519,178,174
660,23.21737,70.61481,33,34
661,23.21737,70.69444,1,1
662,23.21737,70.77406,3,3
663,23.21737,70.93331,2,6
664,23.21737,71.01294,15,19
665,23.21737,71.09256,17,20
666,23.21737,71.17219,25,30
667,23.21737,71.25181,5,6
668,23.21737,71.33144,7,10
669,23.21737,71.41106,1,1
670,23.21737,71.64994,16,17
671,23.21737,71.72956,133,144
672,23.21737,71.80919,276,309
673,23.21737,71.88882,336,357
674,23.21737,71.96844,261,285
675,23.21737,72.04807,225,254
676,23.21737,72.12769,157,165
677,23.21737,72.20732,149,159
678,23.21737,72.28694,152,164
679,23.21737,72.36657,163,160
680,23.21737,72.44619,104,108
681,23.21737,72.52582,110,125
682,23.21737,72.60544,90,103
683,23.21737,72.68507,88,95
684,23.21737,72.76469,148,138
685,23.21737,72.84432,161,152
686,23.21737,72.92394,161,145
687,23.21737,73.00357,133,134
688,23.21737,73.08319,166,146
689,23.21737,73.16282,133,117
690,23.21737,73.24244,220,194
691,23.21737,73.32207,243,214
692,23.21737,73.40169,90,94
693,23.21737,73.48132,58,63
694,23.21737,73.56094,48,53
695,23.21737,73.64057,87,88
696,23.21737,73.72019,68,73
697,23.21737,73.79982,79,86
698,23.21737,73.87944,27,33
699,23.21737,73.95907,37,37
700,23.21737,74.03869,34,38
701,23.21737,74.11832,14,20
702,23.21737,74.19794,5,8
703,23.21737,74.27757,2,3
704,23.13677,68.70381,1,1
705,23.13677,68.78344,36,44
706,23.13677,68.86306,47,62
707,23.13677,68.94269,43,53
708,23.13677,69.02231,47,59
709,23.13677,69.10194,25,30
710,23.13677,69.18156,11,13
711,23.13677,69.26119,23,28
712,23.13677,69.34081,62,53
713,23.13677,69.42044,16,21
714,23.13677,69.50006,3,6
715,23.13677,69.57969,39,35
716,23.13677,69.65931,27,27
717,23.13677,69.73894,17,19
718,23.13677,69.81856,7,11
719,23.13677,69.89819,39,36
720,23.13677,69.97781,90,71
721,23.13677,70.05744,34,31
722,23.13677,70.13706,7,10
723,23.13677,70.21669,1,1
724,23.13677,70.45556,3,1
725,23.13677,70.53519,5,2
726,23.13677,70.61481,9,13
727,23.13677,70.69444,115,132
728,23.13677,70.77406,149,178
729,23.13677,70.85369,105,130
730,23.13677,70.93331,189,208
731,23.13677,71.01294,202,221
732,23.13677,71.09256,277,294
733,23.13677,71.17219,311,326
734,23.13677,71.25181,246,278
735,23.13677,71.33144,293,330
736,23.13677,71.41106,155,185
737,23.13677,71.49069,193,226
738,23.13677,71.57031,167,222
739,23.13677,71.64994,49,71
740,23.13677,71.72956,26,27
741,23.13677,71.80919,190,236
742,23.13677,71.88882,283,320
743,23.13677,71.96844,218,235
744,23.13677,72.04807,207,226
745,23.13677,72.12769,191,217
746,23.13677,72.20732,132,147
747,23.13677,72.28694,196,218
748,23.13677,72.36657,177,185
749,23.13677,72.44619,114,126
750,23.13677,72.52582,61,79
751,23.13677,72.60544,67,83
752,23.13677,72.68507,118,130
753,23.13677,72.76469,156,175
754,23.13677,72.84432,158,179
755,23.13677,72.92394,118,111
756,23.13677,73.00357,82,79
757,23.13677,73.08319,177,159
758,23.13677,73.16282,143,126
759,23.13677,73.24244,137,131
760,23.13677,73.32207,160,161
761,23.13677,73.40169,69,68
762,23.13677,73.48132,62,58
763,23.13677,73.56094,73,64
764,23.13677,73.64057,91,84
765,23.13677,73.72019,54,53
766,23.13677,73.79982,45,48
767,23.13677,73.87944,37,43
768,23.13677,73.95907,68,57
769,23.13677,74.03869,42,46
770,23.13677,74.11832,17,24
771,23.13677,74.19794,21,22
772,23.13677,74.27757,11,12
773,23.13677,74.35719,2,3
774,23.05617,68.78344,3,3
775,23.05617,68.86306,52,53
776,23.05617,68.94269,44,50
777,23.05617,69.02231,23,31
778,23.05617,69.10194,16,20
779,23.05617,69.18156,17,26
780,23.05617,69.26119,21,31
781,23.05617,69.34081,35,37
782,23.05617,69.42044,14,13
783,23.05617,69.50006,9,5
784,23.05617,69.57969,25,21
785,23.05617,69.65931,18,18
786,23.05617,69.73894,13,16
787,23.05617,69.81856,9,14
788,23.05617,69.89819,25,25
789,23.05617,69.97781,42,33
790,23.05617,70.05744,16,16
791,23.05617,70.53519,3,1
792,23.05617,70.61481,230,248
793,23.05617,70.69444,706,732
794,23.05617,70.77406,523,558
795,23.05617,70.85369,389,427
796,23.05617,70.93331,672,681
797,23.05617,71.01294,531,550
798,23.05617,71.09256,467,477
799,23.05617,71.17219,478,485
800,23.05617,71.25181,429,468
801,23.05617,71.33144,296,343
802,23.05617,71.41106,208,246
803,23.05617,71.49069,374,412
804,23.05617,71.57031,353,408
805,23.05617,71.64994,141,163
806,23.05617,71.72956,86,101
807,23.05617,71.80919,174,221
808,23.05617,71.88882,103,117
809,23.05617,71.96844,183,200
810,23.05617,72.04807,236,245
811,23.05617,72.12769,228,250
812,23.05617,72.20732,227,243
813,23.05617,72.28694,162,179
814,23.05617,72.36657,177,200
815,23.05617,72.44619,161,196
816,23.05617,72.52582,31,46
817,23.05617,72.60544,2,6
818,23.05617,72.68507,97,105
819,23.05617,72.76469,181,186
820,23.05617,72.84432,104,107
821,23.05617,72.92394,124,121
822,23.05617,73.00357,155,132
823,23.05617,73.08319,180,154
824,23.05617,73.16282,257,218
825,23.05617,73.24244,157,140
826,23.05617,73.32207,77,77
827,23.05617,73.40169,74,72
828,23.05617,73.48132,99,85
829,23.05617,73.56094,83,73
830,23.05617,73.64057,62,61
831,23.05617,73.72019,34,41
832,23.05617,73.79982,37,45
833,23.05617,73.87944,69,63
834,23.05617,73.95907,14,15
835,23.05617,74.03869,12,15
836,23.05617,74.11832,11,17
837,23.05617,74.19794,14,15
838,23.05617,74.27757,10,12
839,23.05617,74.35719,2,2
840,22.97557,68.86306,4,7
841,22.97557,68.94269,25,30
842,22.97557,69.02231,19,28
843,22.97557,69.10194,27,38
844,22.97557,69.18156,66,78
845,22.97557,69.26119,49,50
846,22.97557,69.34081,54,44
847,22.97557,69.42044,21,24
848,22.97557,69.50006,12,14
849,22.97557,69.57969,7,9
850,22.97557,69.65931,5,8
851,22.97557,69.73894,18,19
852,22.97557,69.81856,4,9
853,22.97557,69.89819,7,11
854,22.97557,69.97781,49,32
855,22.97557,70.05744,5,9
856,22.97557,70.53519,10,14
857,22.97557,70.61481,391,429
858,22.97557,70.69444,740,773
859,22.97557,70.77406,578,611
860,22.97557,70.85369,540,593
861,22.97557,70.93331,576,601
862,22.97557,71.01294,637,636
863,22.97557,71.09256,463,462
864,22.97557,71.17219,450,447
865,22.97557,71.25181,224,238
866,22.97557,71.33144,350,374
867,22.97557,71.41106,222,236
868,22.97557,71.49069,210,225
869,22.97557,71.57031,337,367
870,22.97557,71.64994,197,215
871,22.97557,71.72956,264,276
