Index,Latitude,Longitude,2018,2019
269,23.86218,72.92394,205,231
270,23.86218,73.00357,180,193
271,23.86218,73.08319,283,305
272,23.86218,73.16282,210,251
273,23.86218,73.24244,45,53
274,23.86218,73.32207,55,52
275,23.86218,73.40169,7,8
276,23.78158,70.13706,0,4
277,23.78158,70.21669,0,2
278,23.78158,70.29631,3,1
279,23.78158,70.37594,0,0
280,23.78158,70.45556,0,0
281,23.78158,70.53519,0,5
282,23.78158,70.61481,21,17
283,23.78158,70.69444,30,29
284,23.78158,70.77406,9,10
285,23.78158,70.85369,1,1
286,23.78158,71.09256,14,16
287,23.78158,71.17219,41,39
288,23.78158,71.25181,13,17
289,23.78158,71.33144,36,32
290,23.78158,71.41106,3,7
291,23.78158,71.49069,45,49
292,23.78158,71.57031,100,102
293,23.78158,71.64994,86,92
294,23.78158,71.72956,119,102
295,23.78158,71.80919,152,122
296,23.78158,71.88882,213,163
297,23.78158,71.96844,232,185
298,23.78158,72.04807,252,209
299,23.78158,72.12769,253,247
300,23.78158,72.20732,252,252
301,23.78158,72.28694,273,247
302,23.78158,72.36657,237,203
303,23.78158,72.44619,210,181
304,23.78158,72.52582,168,181
305,23.78158,72.60544,167,184
306,23.78158,72.68507,154,159
307,23.78158,72.76469,182,175
308,23.78158,72.84432,200,198
309,23.78158,72.92394,434,381
310,23.78158,73.00357,238,243
311,23.78158,73.08319,188,208
312,23.78158,73.16282,76,117
313,23.78158,73.24244,85,88
314,23.78158,73.32207,85,101
315,23.78158,73.40169,16,17
316,23.78158,73.48132,1,1
317,23.70098,68.70381,30,24
318,23.70098,68.78344,21,25
319,23.70098,69.10194,13,9
320,23.70098,69.18156,17,11
321,23.70098,70.45556,9,5
322,23.70098,70.53519,8,18
323,23.70098,70.61481,43,35
324,23.70098,70.69444,52,36
325,23.70098,70.77406,10,9
326,23.70098,70.85369,1,0
327,23.70098,70.93331,2,1
328,23.70098,71.09256,1,1
329,23.70098,71.17219,3,2
330,23.70098,71.25181,1,0
331,23.70098,71.33144,9,4
332,23.70098,71.41106,8,6
333,23.70098,71.49069,71,58
334,23.70098,71.57031,116,103
335,23.70098,71.64994,103,95
336,23.70098,71.72956,118,88
337,23.70098,71.80919,163,169
338,23.70098,71.88882,206,173
339,23.70098,71.96844,182,156
340,23.70098,72.04807,243,251
341,23.70098,72.12769,250,253
342,23.70098,72.20732,251,200
343,23.70098,72.28694,219,167
344,23.70098,72.36657,189,142
345,23.70098,72.44619,200,176
346,23.70098,72.52582,167,201
347,23.70098,72.60544,216,226
348,23.70098,72.68507,239,232
349,23.70098,72.76469,209,201
350,23.70098,72.84432,169,193
351,23.70098,72.92394,349,371
352,23.70098,73.00357,221,260
353,23.70098,73.08319,85,113
354,23.70098,73.16282,53,59
355,23.70098,73.24244,126,127
356,23.70098,73.32207,171,157
357,23.70098,73.40169,43,40
358,23.70098,73.48132,23,15
359,23.70098,73.56094,0,0
360,23.62038,68.70381,24,11
361,23.62038,68.78344,21,8
362,23.62038,68.94269,0,3
363,23.62038,69.02231,4,2
364,23.62038,69.10194,12,8
365,23.62038,69.18156,16,11
366,23.62038,70.29631,1,2
367,23.62038,70.37594,35,38
368,23.62038,70.45556,70,62
369,23.62038,70.53519,54,41
370,23.62038,70.61481,24,25
371,23.62038,70.69444,34,41
372,23.62038,70.77406,16,10
373,23.62038,70.85369,3,2
374,23.62038,70.93331,2,1
375,23.62038,71.41106,21,32
376,23.62038,71.49069,124,86
377,23.62038,71.57031,156,125
378,23.62038,71.64994,156,133
379,23.62038,71.72956,96,87
380,23.62038,71.80919,243,265
381,23.62038,71.88882,202,196
382,23.62038,71.96844,147,101
383,23.62038,72.04807,187,132
384,23.62038,72.12769,175,131
385,23.62038,72.20732,168,140
386,23.62038,72.28694,131,124
387,23.62038,72.36657,117,119
388,23.62038,72.44619,219,172
389,23.62038,72.52582,198,194
390,23.62038,72.60544,168,203
391,23.62038,72.68507,144,170
392,23.62038,72.76469,114,141
393,23.62038,72.84432,179,189
394,23.62038,72.92394,212,247
395,23.62038,73.00357,161,176
396,23.62038,73.08319,287,272
397,23.62038,73.16282,80,99
398,23.62038,73.24244,72,64
399,23.62038,73.32207,128,122
400,23.62038,73.40169,90,75
401,23.62038,73.48132,121,115
402,23.62038,73.56094,28,30
403,23.62038,73.64057,3,2
404,23.53978,68.94269,0,0
405,23.53978,69.02231,0,3
406,23.53978,69.10194,2,1
407,23.53978,69.18156,3,4
408,23.53978,69.34081,1,1
409,23.53978,69.42044,1,4
410,23.53978,69.50006,9,6
411,23.53978,69.57969,5,5
412,23.53978,69.65931,3,3
413,23.53978,69.73894,8,3
414,23.53978,69.81856,0,1
415,23.53978,70.21669,1,1
416,23.53978,70.29631,28,35
417,23.53978,70.37594,78,68
418,23.53978,70.45556,57,53
419,23.53978,70.53519,52,35
420,23.53978,70.61481,18,22
421,23.53978,70.69444,31,37
422,23.53978,70.77406,48,59
423,23.53978,70.85369,14,12
424,23.53978,70.93331,5,0
425,23.53978,71.01294,1,2
426,23.53978,71.41106,1,5
427,23.53978,71.49069,14,17
428,23.53978,71.57031,101,87
429,23.53978,71.64994,109,108
430,23.53978,71.72956,118,185
431,23.53978,71.80919,174,140
432,23.53978,71.88882,175,210
433,23.53978,71.96844,120,95
434,23.53978,72.04807,96,91
435,23.53978,72.12769,139,113
436,23.53978,72.20732,159,146
437,23.53978,72.28694,213,180
438,23.53978,72.36657,196,209
439,23.53978,72.44619,203,213
440,23.53978,72.52582,212,205
441,23.53978,72.60544,195,177
442,23.53978,72.68507,198,228
443,23.53978,72.76469,159,174
444,23.53978,72.84432,89,150
445,23.53978,72.92394,149,172
446,23.53978,73.00357,235,218
447,23.53978,73.08319,312,346
448,23.53978,73.16282,113,193
449,23.53978,73.24244,120,125
450,23.53978,73.32207,106,124
451,23.53978,73.40169,115,118
452,23.53978,73.48132,128,126
453,23.53978,73.56094,102,109
454,23.53978,73.64057,71,68
455,23.45918,68.62419,7,17
456,23.45918,68.70381,1,5
457,23.45918,68.94269,7,4
458,23.45918,69.02231,7,12
459,23.45918,69.10194,3,16
460,23.45918,69.18156,5,23
461,23.45918,69.34081,0,3
462,23.45918,69.42044,2,3
463,23.45918,69.50006,12,24
464,23.45918,69.57969,31,13
465,23.45918,69.65931,53,36
466,23.45918,69.73894,40,57
467,23.45918,69.81856,4,1
468,23.45918,69.89819,26,26
469,23.45918,69.97781,5,5
470,23.45918,70.13706,3,0
471,23.45918,70.21669,1,0
472,23.45918,70.29631,4,7
473,23.45918,70.37594,5,9
474,23.45918,70.45556,24,22
475,23.45918,70.53519,23,16
476,23.45918,70.61481,11,3
477,23.45918,70.69444,12,20
478,23.45918,70.77406,21,27
479,23.45918,70.85369,7,13
480,23.45918,70.93331,4,3
481,23.45918,71.01294,7,5
482,23.45918,71.49069,6,8
483,23.45918,71.57031,148,157
484,23.45918,71.64994,249,287
485,23.45918,71.72956,243,242
486,23.45918,71.80919,129,109
487,23.45918,71.88882,315,301
488,23.45918,71.96844,221,244
489,23.45918,72.04807,122,116
490,23.45918,72.12769,159,170
491,23.45918,72.20732,193,171
492,23.45918,72.28694,221,215
493,23.45918,72.36657,233,246
494,23.45918,72.44619,237,250
495,23.45918,72.52582,249,261
496,23.45918,72.60544,224,212
497,23.45918,72.68507,230,195
498,23.45918,72.76469,152,186
499,23.45918,72.84432,169,158
500,23.45918,72.92394,233,232
501,23.45918,73.00357,319,313
502,23.45918,73.08319,249,272
503,23.45918,73.16282,164,186
504,23.45918,73.24244,123,140
505,23.45918,73.32207,97,106
506,23.45918,73.40169,91,91
507,23.45918,73.48132,131,95
508,23.45918,73.56094,125,82
509,23.45918,73.64057,95,99
510,23.45918,73.72019,16,18
511,23.45918,73.79982,10,11
512,23.45918,73.87944,2,5
513,23.37858,68.62419,0,0
514,23.37858,68.70381,2,5
515,23.37858,68.78344,8,6
516,23.37858,68.86306,3,1
517,23.37858,68.94269,0,1
518,23.37858,69.02231,12,16
519,23.37858,69.10194,26,20
520,23.37858,69.18156,11,10
521,23.37858,69.26119,6,1
522,23.37858,69.34081,0,2
523,23.37858,69.42044,0,0
524,23.37858,69.50006,0,0
525,23.37858,69.57969,3,2
526,23.37858,69.65931,37,17
527,23.37858,69.73894,38,45
528,23.37858,69.81856,12,4
529,23.37858,69.89819,51,55
530,23.37858,69.97781,19,35
531,23.37858,70.05744,18,24
532,23.37858,70.13706,40,27
533,23.37858,70.21669,114,110
534,23.37858,70.29631,35,42
535,23.37858,70.37594,31,39
536,23.37858,70.45556,89,80
537,23.37858,70.53519,42,32
538,23.37858,70.61481,13,8
539,23.37858,70.69444,1,2
540,23.37858,70.77406,17,22
541,23.37858,70.85369,5,22
542,23.37858,70.93331,0,0
543,23.37858,71.57031,20,32
544,23.37858,71.64994,243,213
545,23.37858,71.72956,205,205
546,23.37858,71.80919,357,296
547,23.37858,71.88882,447,417
548,23.37858,71.96844,171,201
549,23.37858,72.04807,165,167
550,23.37858,72.12769,213,209
551,23.37858,72.20732,253,243
552,23.37858,72.28694,232,240
553,23.37858,72.36657,211,245
554,23.37858,72.44619,254,268
555,23.37858,72.52582,289,234
556,23.37858,72.60544,189,208
557,23.37858,72.68507,153,150
558,23.37858,72.76469,174,199
559,23.37858,72.84432,233,318
560,23.37858,72.92394,245,280
561,23.37858,73.00357,246,250
562,23.37858,73.08319,226,265
563,23.37858,73.16282,160,177
564,23.37858,73.24244,137,162
565,23.37858,73.32207,140,122
566,23.37858,73.40169,108,100
567,23.37858,73.48132,93,88
568,23.37858,73.56094,141,89
569,23.37858,73.64057,94,90
570,23.37858,73.72019,25,21
571,23.37858,73.79982,20,18
572,23.37858,73.87944,10,8
573,23.37858,73.95907,1,1
574,23.29797,68.70381,7,7
575,23.29797,68.78344,7,11
576,23.29797,68.86306,3,2
577,23.29797,68.94269,5,1
578,23.29797,69.02231,14,19
579,23.29797,69.10194,14,6
580,23.29797,69.18156,5,4
581,23.29797,69.26119,2,0
582,23.29797,69.34081,16,2
583,23.29797,69.42044,22,9
584,23.29797,69.50006,0,0
585,23.29797,69.57969,0,2
586,23.29797,69.65931,7,2
587,23.29797,69.73894,35,32
588,23.29797,69.81856,30,30
589,23.29797,69.89819,69,93
590,23.29797,69.97781,107,130
591,23.29797,70.05744,89,76
592,23.29797,70.13706,61,50
593,23.29797,70.21669,107,93
594,23.29797,70.29631,44,41
595,23.29797,70.37594,54,49
596,23.29797,70.45556,124,200
597,23.29797,70.53519,154,76
598,23.29797,70.61481,53,43
599,23.29797,70.69444,12,28
600,23.29797,70.77406,26,40
601,23.29797,70.85369,8,9
602,23.29797,70.93331,0,0
603,23.29797,71.57031,3,10
604,23.29797,71.64994,110,71
605,23.29797,71.72956,261,236
606,23.29797,71.80919,375,364
607,23.29797,71.88882,269,300
608,23.29797,71.96844,183,184
609,23.29797,72.04807,167,166
610,23.29797,72.12769,141,125
611,23.29797,72.20732,195,175
612,23.29797,72.28694,179,196
613,23.29797,72.36657,164,170
614,23.29797,72.44619,194,176
615,23.29797,72.52582,277,197
616,23.29797,72.60544,221,205
617,23.29797,72.68507,157,128
618,23.29797,72.76469,197,211
619,23.29797,72.84432,169,234
620,23.29797,72.92394,185,210
621,23.29797,73.00357,164,169
622,23.29797,73.08319,203,199
623,23.29797,73.16282,159,148
624,23.29797,73.24244,150,148
625,23.29797,73.32207,131,126
626,23.29797,73.40169,47,38
627,23.29797,73.48132,95,80
628,23.29797,73.56094,141,99
629,23.29797,73.64057,115,99
630,23.29797,73.72019,60,66
631,23.29797,73.79982,65,65
632,23.29797,73.87944,20,20
633,23.29797,73.95907,21,22
634,23.29797,74.03869,25,26
635,23.29797,74.11832,4,2
636,23.21737,68.70381,4,6
637,23.21737,68.78344,40,39
638,23.21737,68.86306,14,9
639,23.21737,68.94269,41,43
640,23.21737,69.02231,31,27
641,23.21737,69.10194,28,15
642,23.21737,69.18156,19,13
643,23.21737,69.26119,11,4
644,23.21737,69.34081,23,13
645,23.21737,69.42044,10,20
646,23.21737,69.50006,2,8
647,23.21737,69.57969,30,57
648,23.21737,69.65931,5,6
649,23.21737,69.73894,20,35
650,23.21737,69.81856,26,34
651,23.21737,69.89819,46,56
652,23.21737,69.97781,67,56
653,23.21737,70.05744,60,70
654,23.21737,70.13706,23,11
655,23.21737,70.21669,19,11
656,23.21737,70.29631,2,5
657,23.21737,70.37594,0,1
658,23.21737,70.45556,19,36
659,23.21737,70.53519,88,103
660,23.21737,70.61481,19,19
661,23.21737,70.69444,0,0
662,23.21737,70.77406,0,0
663,23.21737,70.93331,2,0
664,23.21737,71.01294,7,7
665,23.21737,71.09256,22,19
666,23.21737,71.17219,18,22
667,23.21737,71.25181,3,4
668,23.21737,71.33144,2,5
669,23.21737,71.41106,1,0
670,23.21737,71.64994,4,4
671,23.21737,71.72956,112,143
672,23.21737,71.80919,212,255
673,23.21737,71.88882,332,376
674,23.21737,71.96844,249,266
675,23.21737,72.04807,210,230
676,23.21737,72.12769,140,124
677,23.21737,72.20732,119,109
678,23.21737,72.28694,105,107
679,23.21737,72.36657,162,145
680,23.21737,72.44619,159,122
681,23.21737,72.52582,169,141
682,23.21737,72.60544,106,78
683,23.21737,72.68507,117,88
684,23.21737,72.76469,114,116
685,23.21737,72.84432,148,157
686,23.21737,72.92394,167,154
687,23.21737,73.00357,130,144
688,23.21737,73.08319,164,157
689,23.21737,73.16282,142,128
690,23.21737,73.24244,176,190
691,23.21737,73.32207,195,183
692,23.21737,73.40169,95,90
693,23.21737,73.48132,71,59
694,23.21737,73.56094,69,51
695,23.21737,73.64057,114,90
696,23.21737,73.72019,118,92
697,23.21737,73.79982,130,102
698,23.21737,73.87944,42,48
699,23.21737,73.95907,55,57
700,23.21737,74.03869,40,56
701,23.21737,74.11832,13,13
702,23.21737,74.19794,2,2
703,23.21737,74.27757,2,3
704,23.13677,68.70381,2,1
705,23.13677,68.78344,44,42
706,23.13677,68.86306,47,40
707,23.13677,68.94269,41,33
708,23.13677,69.02231,26,30
709,23.13677,69.10194,24,25
710,23.13677,69.18156,22,23
711,23.13677,69.26119,29,38
712,23.13677,69.34081,42,76
713,23.13677,69.42044,14,20
714,23.13677,69.50006,7,10
715,23.13677,69.57969,10,12
716,23.13677,69.65931,6,2
717,23.13677,69.73894,4,5
718,23.13677,69.81856,7,7
719,23.13677,69.89819,21,17
720,23.13677,69.97781,25,43
721,23.13677,70.05744,13,18
722,23.13677,70.13706,11,1
723,23.13677,70.21669,0,3
724,23.13677,70.45556,2,0
725,23.13677,70.53519,3,3
726,23.13677,70.61481,3,3
727,23.13677,70.69444,66,86
728,23.13677,70.77406,98,108
729,23.13677,70.85369,65,88
730,23.13677,70.93331,141,182
731,23.13677,71.01294,177,221
732,23.13677,71.09256,189,250
733,23.13677,71.17219,268,307
734,23.13677,71.25181,206,210
735,23.13677,71.33144,258,199
736,23.13677,71.41106,104,84
737,23.13677,71.49069,157,142
738,23.13677,71.57031,125,115
739,23.13677,71.64994,35,36
740,23.13677,71.72956,54,33
741,23.13677,71.80919,141,129
742,23.13677,71.88882,241,255
743,23.13677,71.96844,231,242
744,23.13677,72.04807,237,261
745,23.13677,72.12769,175,162
746,23.13677,72.20732,114,90
747,23.13677,72.28694,140,129
748,23.13677,72.36657,144,127
749,23.13677,72.44619,116,93
750,23.13677,72.52582,91,87
751,23.13677,72.60544,66,50
752,23.13677,72.68507,108,78
753,23.13677,72.76469,94,118
754,23.13677,72.84432,188,152
755,23.13677,72.92394,164,164
756,23.13677,73.00357,147,140
757,23.13677,73.08319,200,177
758,23.13677,73.16282,137,143
759,23.13677,73.24244,103,105
760,23.13677,73.32207,123,125
761,23.13677,73.40169,102,89
762,23.13677,73.48132,90,80
763,23.13677,73.56094,103,93
764,23.13677,73.64057,113,87
765,23.13677,73.72019,91,83
766,23.13677,73.79982,59,71
767,23.13677,73.87944,52,100
768,23.13677,73.95907,75,96
769,23.13677,74.03869,49,68
770,23.13677,74.11832,19,26
771,23.13677,74.19794,35,32
772,23.13677,74.27757,15,15
773,23.13677,74.35719,0,0
774,23.05617,68.78344,5,6
775,23.05617,68.86306,57,76
776,23.05617,68.94269,40,33
777,23.05617,69.02231,10,16
778,23.05617,69.10194,4,7
779,23.05617,69.18156,5,2
780,23.05617,69.26119,24,19
781,23.05617,69.34081,28,28
782,23.05617,69.42044,6,8
783,23.05617,69.50006,1,2
784,23.05617,69.57969,2,1
785,23.05617,69.65931,1,1
786,23.05617,69.73894,1,1
787,23.05617,69.81856,3,3
788,23.05617,69.89819,29,12
789,23.05617,69.97781,19,19
790,23.05617,70.05744,4,3
791,23.05617,70.53519,3,1
792,23.05617,70.61481,162,198
793,23.05617,70.69444,459,765
794,23.05617,70.77406,396,489
795,23.05617,70.85369,401,384
796,23.05617,70.93331,517,649
797,23.05617,71.01294,353,534
798,23.05617,71.09256,352,341
799,23.05617,71.17219,365,425
800,23.05617,71.25181,422,292
801,23.05617,71.33144,270,265
802,23.05617,71.41106,171,128
803,23.05617,71.49069,303,295
804,23.05617,71.57031,289,311
805,23.05617,71.64994,128,103
806,23.05617,71.72956,63,59
807,23.05617,71.80919,135,90
808,23.05617,71.88882,83,82
809,23.05617,71.96844,197,176
810,23.05617,72.04807,260,251
811,23.05617,72.12769,222,213
812,23.05617,72.20732,208,206
813,23.05617,72.28694,175,204
814,23.05617,72.36657,122,125
815,23.05617,72.44619,110,105
816,23.05617,72.52582,18,20
817,23.05617,72.60544,6,5
818,23.05617,72.68507,94,78
819,23.05617,72.76469,165,143
820,23.05617,72.84432,150,120
821,23.05617,72.92394,161,139
822,23.05617,73.00357,183,145
823,23.05617,73.08319,220,185
824,23.05617,73.16282,251,179
825,23.05617,73.24244,150,138
826,23.05617,73.32207,91,97
827,23.05617,73.40169,94,106
828,23.05617,73.48132,95,89
829,23.05617,73.56094,112,124
830,23.05617,73.64057,60,63
831,23.05617,73.72019,36,30
832,23.05617,73.79982,58,59
833,23.05617,73.87944,86,87
834,23.05617,73.95907,33,48
835,23.05617,74.03869,13,20
836,23.05617,74.11832,14,11
837,23.05617,74.19794,15,17
838,23.05617,74.27757,10,17
839,23.05617,74.35719,6,2
840,22.97557,68.86306,2,1
841,22.97557,68.94269,8,15
842,22.97557,69.02231,4,3
843,22.97557,69.10194,8,6
844,22.97557,69.18156,34,42
845,22.97557,69.26119,30,29
846,22.97557,69.34081,36,22
847,22.97557,69.42044,28,20
848,22.97557,69.50006,6,1
849,22.97557,69.57969,5,3
850,22.97557,69.65931,1,1
851,22.97557,69.73894,1,4
852,22.97557,69.81856,1,1
853,22.97557,69.89819,6,1
854,22.97557,69.97781,39,75
855,22.97557,70.05744,8,5
856,22.97557,70.53519,22,12
857,22.97557,70.61481,313,475
858,22.97557,70.69444,470,841
859,22.97557,70.77406,396,609
860,22.97557,70.85369,301,431
861,22.97557,70.93331,359,486
862,22.97557,71.01294,383,573
863,22.97557,71.09256,277,412
864,22.97557,71.17219,324,353
865,22.97557,71.25181,199,220
866,22.97557,71.33144,323,242
867,22.97557,71.41106,191,220
868,22.97557,71.49069,177,158
869,22.97557,71.57031,357,317
870,22.97557,71.64994,150,146
871,22.97557,71.72956,269,309
